YSD	Medium	length	diameter	septum	MI
1410	maltose	42.838	36.154	6.146	0.201422988
1410	maltose	41.058	33.849	7.601	0.272381017
1410	maltose	47.521	32.585	13.333	0.596730175
1410	maltose	46.571	34.986	6.566	0.249820376
1410	maltose	51.351	38.204	13.416	0.47201335
1410	maltose	25.612	21.685	9.615	0.523689575
1410	maltose	40.716	34.026	11.353	0.399258295
1410	maltose	40.497	34.577	5.696	0.192938196
1410	maltose	42.085	32.694	8.028	0.316081137
1410	maltose	56.419	41.468	14.636	0.480199391
1410	maltose	36.252	27.785	4.807	0.225727926
1410	maltose	38.181	29.53	7.775	0.340424496
1410	maltose	41.231	30.826	10.995	0.477072907
1410	maltose	44.944	32.311	6.96	0.29962646
1410	maltose	44.91	35.434	10.667	0.381544316
1410	maltose	45.436	24.891	8.246	0.604726126
1410	maltose	40.05	30.674	8	0.340527101
1410	maltose	53.087	39.469	12.737	0.434053324
1410	maltose	28.127	20.71	9.262	0.607390496
1410	maltose	42.4	30	8.537	0.402187556
1410	maltose	42.19	27.406	8	0.449374273
1410	maltose	29.333	23.333	7.601	0.409530312
1410	maltose	48.776	25.237	8.11	0.621085773
1410	maltose	54.732	39.777	18.012	0.623073393
1410	maltose	60.824	29.044	11.353	0.81860192
1410	maltose	74.907	12.684	10.198	4.748155626
1410	maltose	43.025	34.059	11.87	0.440258564
1410	maltose	44.181	30.007	5.333	0.261674841
1410	maltose	47.87	41.398	10.198	0.28485229
1410	maltose	27.463	24.748	10	0.448402228
1410	maltose	48.63	39.643	14.682	0.45431436
1410	maltose	57.057	41.419	13.499	0.448963786
1410	maltose	43.863	34.319	9.843	0.366569703
1410	maltose	21.082	20.011	10.934	0.575643088
1410	maltose	44.192	34.979	9.333	0.337093318
1410	maltose	31.805	20.155	6.566	0.514079959
1410	maltose	39.067	28.944	6.146	0.286606159
1410	maltose	43.66	22.755	6	0.505919364
1410	maltose	50.359	38.947	20.838	0.691807252
1410	maltose	47.703	32.51	15.804	0.713310759
1410	maltose	28.674	17.951	4.269	0.379871876
1410	maltose	48.831	41.468	11.643	0.33062397
1410	maltose	39.474	24.037	8	0.546563464
1410	maltose	34.782	25.386	4.667	0.251885867
1410	maltose	50.495	34.15	5.375	0.232726281
1410	maltose	31.113	25.456	3.333	0.160028332
1410	maltose	42.604	32.83	7.601	0.300454936
1410	maltose	32	24	10	0.555555556
1410	maltose	41.788	34.954	8.353	0.285693463
1410	maltose	36.136	29.273	7.601	0.320535654
1442	dextrose	28.901	19.039	7.211	0.574936787
1442	dextrose	31.197	23.195	4.031	0.233742065
1442	dextrose	26.306	22.361	6.576	0.345966603
1442	dextrose	27.226	21.8	5.315	0.304490763
1442	dextrose	26.405	21.36	9.657	0.558889443
1442	dextrose	24.377	20.591	4.61	0.265049083
1442	dextrose	28.364	22.023	5.408	0.316265051
1442	dextrose	30.806	24.739	4.528	0.227917382
1442	dextrose	26.575	22.006	7	0.384139614
1442	dextrose	25.807	21.36	5.657	0.319978799
1442	dextrose	31.816	23.717	7.826	0.442655551
1442	dextrose	27.789	22.361	4	0.222305633
1442	dextrose	28.504	23.505	6.946	0.358360453
1442	dextrose	33.593	24.505	8	0.44753743
1442	dextrose	31.78	25.495	6.083	0.297414184
1442	dextrose	62.042	26.101	9.899	0.901493958
1442	dextrose	27.663	21.645	8.062	0.476021853
1442	dextrose	30.663	24.829	7.632	0.379607293
1442	dextrose	26.019	23.265	6.083	0.292416789
1442	dextrose	34.785	24.052	7.433	0.446944657
1442	dextrose	27.295	20.797	4	0.25243043
1442	dextrose	30.5	24.187	7.5	0.391018309
1442	dextrose	30.22	23.431	6.519	0.358834171
1442	dextrose	33.534	24.005	8.559	0.498086723
1442	dextrose	16.763	14.577	4.61	0.363677441
1442	dextrose	29.21	23.345	8	0.428779277
1442	dextrose	28.364	23.377	7.106	0.368820563
1442	dextrose	32.5	25.105	7.81	0.402729964
1442	dextrose	15.524	15.042	6.5	0.445970182
1442	dextrose	33.264	24.052	8.515	0.489617277
1442	dextrose	28.853	18.111	6.5	0.571767507
1442	dextrose	26.538	22.277	5	0.267377455
1442	dextrose	26.163	20.402	5.657	0.355572556
1442	dextrose	27.663	19.026	5.025	0.384008076
1442	dextrose	32.423	24.052	8.86	0.49657463
1442	dextrose	31.662	25.145	7.649	0.383036117
1442	dextrose	27.354	25.933	6.325	0.257262125
1442	dextrose	29.347	23.087	6.185	0.340540218
1442	dextrose	29.753	22.594	7.382	0.430247697
1442	dextrose	32.268	22.5	5	0.318696296
1442	dextrose	16.447	14.23	7.433	0.603727592
1442	dextrose	29.547	22.389	5.831	0.343705942
1442	dextrose	26.538	22.277	4.61	0.246522013
1442	dextrose	28.935	24.423	6.708	0.325400729
1442	dextrose	26.8	23.114	5.701	0.285979971
1442	dextrose	31.101	26.077	7	0.320152678
1442	dextrose	28.792	24.597	6.325	0.301001099
1442	dextrose	24.546	18.446	4.717	0.340284524
1442	dextrose	24.151	20.591	7.5	0.427210093
1442	dextrose	29.155	22.051	6.576	0.394292278
1442	dextrose	26.215	20.555	6.021	0.373579922
1442	dextrose	28.182	23.049	5.22	0.27690968
1442	dextrose	29.967	20.67	7.5	0.526045825
1442	dextrose	31.8	24.739	6.671	0.346620129
1442	dextrose	25.933	23.022	6.801	0.332766375
1442	dextrose	28.43	22.327	6.801	0.387872411
1442	dextrose	31.185	26.8	8.016	0.348043774
1442	dextrose	31.484	23.049	7.071	0.419050695
1442	dextrose	26.249	25.105	7.433	0.309568273
1442	dextrose	31.516	26.505	6.5	0.291600881
1442	dextrose	21.095	18.358	7.616	0.476711616
1442	dextrose	32.73	24.597	6.671	0.360888185
1442	dextrose	32.684	21.915	4.717	0.32100968
1442	dextrose	27.5	22	8.5	0.482954545
1442	dextrose	24.749	21.29	6.021	0.328756963
1442	dextrose	27.893	21.378	5.523	0.337082437
1442	dextrose	23.308	20.304	5.315	0.30050041
1442	dextrose	24.187	19.558	3.5	0.221310065
1442	dextrose	20.112	16.919	2.828	0.198694243
1442	dextrose	36.797	26.519	9.925	0.519312339
1442	dextrose	28.293	23.345	11.011	0.571633939
1442	dextrose	16.8	13.829	4.61	0.40497541
1442	dextrose	33.264	23.431	4.301	0.260592713
1442	dextrose	30.647	21.36	6.946	0.466573696
1442	dextrose	23.505	21.708	4.924	0.245605831
1442	dextrose	33.004	25.5	7.5	0.380668973
1442	dextrose	25.466	21.213	7.071	0.400163422
1442	dextrose	24.99	19.039	4.743	0.326987472
1442	dextrose	28.539	22.522	6.5	0.365711149
1442	dextrose	27.613	21.932	6.021	0.345641392
1442	dextrose	34.077	22.322	4.924	0.336754332
1442	dextrose	27.459	22.638	8.602	0.460901418
1442	dextrose	26.542	21.006	8.5	0.511288292
1442	dextrose	34.132	24.207	10.7	0.623251847
1442	dextrose	26.744	21.915	7.28	0.405391644
1442	dextrose	32.249	26.173	10	0.470770501
1442	dextrose	30.414	21.378	5.59	0.372007079
1442	dextrose	34	26.42	8.078	0.393474996
1442	dextrose	29.3	23.601	7.071	0.371952642
1442	dextrose	31.674	23.77	7.433	0.416685782
1442	dextrose	35.468	22.627	7.81	0.541045488
1442	dextrose	30.414	23.345	6.021	0.33601171
1442	dextrose	33.593	24.382	6.519	0.368375821
1442	dextrose	27.459	22.102	6.946	0.390441837
1442	dextrose	27.354	23.162	7.81	0.398216969
1442	dextrose	26.277	20.359	9.657	0.612216637
1442	dextrose	28.16	21.587	6.185	0.373755654
1442	dextrose	29.741	24.233	7.517	0.380702521
1442	dextrose	27.203	22.102	4.717	0.262675476
1442	dextrose	27.536	21.471	4.031	0.240773734
1442	maltose	28.636	18.974	6.185	0.491965066
1442	maltose	24.622	21.691	5.59	0.292533755
1442	maltose	27.042	21.783	5	0.284953129
1442	maltose	28.784	20.718	7.433	0.498447729
1442	maltose	20.524	17.007	4.61	0.327120309
1442	maltose	24.885	17.443	4.528	0.37034092
1442	maltose	22.299	16.101	2.915	0.250736897
1442	maltose	26.173	22.204	6	0.318524115
1442	maltose	24.254	18.554	4.743	0.334165333
1442	maltose	30.516	23.114	5.408	0.308897271
1442	maltose	31.753	25.554	8.276	0.402427327
1442	maltose	25.962	19.609	5.701	0.384926928
1442	maltose	23.345	20.131	4.5	0.25922429
1442	maltose	24.187	20.67	5.315	0.300887621
1442	maltose	24.042	18.439	4.95	0.350026611
1442	maltose	27.286	21.36	6.671	0.398959048
1442	maltose	26.926	21.708	5.408	0.309007413
1442	maltose	21.101	17.586	4.61	0.314535613
1442	maltose	27.613	21.319	4.472	0.271695052
1442	maltose	31.567	24.439	9.618	0.508336413
1442	maltose	22.825	18.18	6.708	0.463250698
1442	maltose	32.101	22.472	9.179	0.583486052
1442	maltose	30.516	19.144	9.179	0.764288993
1442	maltose	30.992	25.348	11.424	0.551036543
1442	maltose	28.284	22.204	8.631	0.495153106
1442	maltose	30.871	23.927	8.5	0.458345661
1442	maltose	24.192	18.125	5.59	0.411649461
1442	maltose	25.986	17.614	6	0.502544704
1442	maltose	24.166	18.848	5.701	0.387815592
1442	maltose	30.373	23.585	8.382	0.45768174
1442	maltose	30.319	22.136	5.701	0.352750487
1442	maltose	23.436	20.5	6.5	0.362484236
1442	maltose	21.477	20.156	4.301	0.227370627
1442	maltose	25.164	18.822	5.025	0.356930947
1442	maltose	24.824	21.29	4.031	0.220766533
1442	maltose	24.546	20.056	5.025	0.30663954
1442	maltose	22.946	19.647	5.701	0.338895295
1442	maltose	23.817	21.57	6.727	0.344356428
1442	maltose	24.135	20.131	5.701	0.339521786
1442	maltose	19.449	16.808	5.852	0.402874255
1442	maltose	25.947	19.235	7.616	0.534108766
1442	maltose	30.336	22.361	7.018	0.425783901
1442	maltose	36.056	26.462	5.831	0.300244635
1442	maltose	28.018	22.102	6.727	0.385829482
1442	maltose	19.164	14.221	4.528	0.429074107
1442	maltose	25.622	18.848	5.385	0.388390133
1442	maltose	26.42	17.678	5.59	0.472583291
1442	maltose	29.774	19.526	7.106	0.554926951
1442	maltose	24.207	20	7.632	0.46186956
1442	maltose	23.195	19.105	4	0.254191067
1442	maltose	26.101	19.704	3.536	0.2377172
1442	maltose	25.348	20.742	5.701	0.33588722
1442	maltose	23.265	19.647	4	0.241085204
1442	maltose	23.308	18.868	3.606	0.236090764
1442	maltose	26.669	20.652	7	0.437704023
1442	maltose	24.52	20.524	5.5	0.320154156
1442	maltose	33.838	24.233	5.701	0.32850453
1442	maltose	25.632	18.848	4.272	0.308235881
1442	maltose	33.56	22.611	5	0.328210459
1442	maltose	26.613	20.573	5.852	0.367961939
1442	maltose	25.928	19.105	5.315	0.377553241
1442	maltose	31.78	22.389	4.472	0.283521694
1442	maltose	27.189	19.3	5.385	0.393064955
1442	maltose	20.359	18.337	5.148	0.311701154
1442	maltose	23.2	19.849	5	0.294429096
1442	maltose	32.73	23.431	8.746	0.521403366
1442	maltose	31.8	21.36	5.385	0.375327452
1442	maltose	24.759	18.385	5.701	0.417596522
1442	maltose	25.125	21.101	4.031	0.227464064
1442	maltose	22.142	18.111	4.272	0.288378733
1442	maltose	25.933	19.138	5.701	0.403655338
1442	maltose	28.425	20.402	7.433	0.507597085
1442	maltose	23.943	18.795	5.852	0.396641565
1442	maltose	23.754	20.248	5.385	0.312002587
1442	maltose	23.77	19.313	5.025	0.320232766
1442	maltose	25.773	18.848	4.743	0.344102282
1442	maltose	23.633	18.248	4.528	0.321362153
1442	maltose	24.829	18.118	4.743	0.358749944
1442	maltose	20.815	15.692	3.354	0.283519461
1442	maltose	27.514	19.906	4.472	0.310518535
1442	maltose	22.611	19.242	3.808	0.232549971
1442	maltose	26.086	21.708	4.123	0.22823445
1442	maltose	23.585	17.923	4.123	0.302710723
1442	maltose	23.585	19.609	5.385	0.330301613
1442	maltose	26.42	18.608	5.59	0.426525722
1442	maltose	25.239	18.795	4.031	0.288005169
1442	maltose	26.505	20.506	5	0.315163494
1442	maltose	25.5	21.915	5.148	0.273335329
1442	maltose	24.52	19.313	4.528	0.297664747
1442	maltose	26.571	20.359	6.325	0.405467029
1442	maltose	22.472	17.614	3.162	0.229027487
1442	maltose	19.313	17.671	7.649	0.473077342
1442	maltose	29.125	21.36	7.433	0.474490553
1442	maltose	25.179	20	8.5	0.53505375
1442	maltose	24.87	18.868	4.301	0.300464725
1442	maltose	24.192	20.402	7.5	0.435900684
1442	maltose	30.104	20.156	5.408	0.400730307
1442	maltose	23.162	16.621	4.61	0.386511735
1442	maltose	27.189	21.219	6.727	0.406223306
1442	maltose	24.759	19.449	4.95	0.323999057
1444	dextrose	55.057	15.207	12.816	3.051251109
1444	dextrose	31.945	23.537	7.159	0.412812691
1444	dextrose	54.362	16.919	4.61	0.875481495
1444	dextrose	134.657	9	6.708	11.15159452
1444	dextrose	42.617	22.472	4.243	0.358073725
1444	dextrose	25.715	18.31	4.301	0.329897696
1444	dextrose	80.365	16.808	12.021	3.419601252
1444	dextrose	59.203	17.205	10.977	2.195422064
1444	dextrose	59.81	15.62	5.657	1.386749194
1444	dextrose	55.902	15.24	7.433	1.789046154
1444	dextrose	27.005	14.509	5.5	0.705556683
1444	dextrose	24.546	18.18	4.031	0.299368272
1444	dextrose	31.78	25.005	12.855	0.653389658
1444	dextrose	98.866	15.297	13.647	5.765959952
1444	dextrose	186.554	16	6	4.372359375
1444	dextrose	33.738	24.021	10.512	0.614642405
1444	dextrose	27.391	18.668	5.59	0.439363638
1444	dextrose	34.366	23.838	6.576	0.397695942
1444	dextrose	117.509	10.735	7.211	7.352965503
1444	dextrose	28.504	20.248	4.472	0.310916192
1444	dextrose	39.118	26.077	9.301	0.53504589
1444	dextrose	53.127	18.601	6.265	0.961974993
1444	dextrose	109.802	12.54	7.5	5.236926047
1444	dextrose	31.78	19.981	8.902	0.708609619
1444	dextrose	75.56	9.341	9.192	7.960039462
1444	dextrose	83.662	20.224	7.018	1.435514201
1444	dextrose	120.26	12.349	5.701	4.495817353
1444	dextrose	48.51	14.009	13.509	3.339182885
1444	dextrose	37.108	20.555	4.743	0.416567813
1444	dextrose	18	13	7.071	0.75312426
1444	dextrose	82.827	7.81	4.61	6.259948915
1444	dextrose	90.919	8.732	5.701	6.797954247
1444	dextrose	32.33	24.274	7.632	0.418756317
1444	dextrose	28.364	23.691	4.717	0.238378217
1444	dextrose	59.603	16.8	6.801	1.4362245
1444	dextrose	41	29.504	6.5	0.306150811
1444	dextrose	41.437	28.045	7.071	0.372527428
1444	dextrose	111.028	17.5	20.224	7.332017215
1444	dextrose	32.867	20.881	5.099	0.38436381
1444	dextrose	31.089	23.265	10.63	0.61056781
1444	dextrose	32.14	21.477	7.018	0.489003539
1444	dextrose	29.841	21.506	8.846	0.570743566
1444	dextrose	39.459	29.652	9	0.403906276
1444	dextrose	35.56	21.691	5.59	0.422488032
1444	dextrose	38.461	28.218	11.8	0.569967537
1444	dextrose	34.702	17.903	7.211	0.780725524
1444	dextrose	129.294	10.92	15.7	17.02286861
1444	dextrose	28.231	19.313	5.385	0.407579647
1444	dextrose	131.432	14.3	12.816	8.237236598
1444	dextrose	136.902	9.925	7.81	10.85424939
1444	dextrose	33.185	24.622	7.632	0.417766421
1444	dextrose	98.92	12.748	13.793	8.395735234
1444	dextrose	127.883	17.755	6.185	2.509060691
1444	dextrose	74.877	15.532	17.117	5.312773765
1444	dextrose	40.804	17.414	4.95	0.666056173
1444	dextrose	56.703	9.708	7.106	4.275350303
1444	dextrose	29.334	22.361	4.031	0.236483935
1444	dextrose	335.308	11.18	19.059	51.12818997
1444	dextrose	38.279	27.735	7.762	0.386258351
1444	dextrose	38.013	25.656	5.408	0.312313628
1444	dextrose	45.136	18.118	4.61	0.633874796
1444	dextrose	28.022	18.554	4.472	0.364020481
1444	dextrose	35.92	25.224	6.671	0.376616509
1444	dextrose	22.192	9.179	7.433	1.957806819
1444	dextrose	40.478	22.389	5.385	0.434845881
1444	dextrose	27.722	19.164	4.5	0.339675911
1444	dextrose	33.801	21.783	5.831	0.41537199
1444	dextrose	34.442	12.54	12.042	2.637496623
1444	dextrose	28.443	21.225	6.671	0.421183107
1444	dextrose	30.418	22.147	6.964	0.431876533
1444	dextrose	28.32	13.124	3.536	0.581397369
1444	dextrose	38.626	20.573	6.801	0.620665004
1444	dextrose	27.354	15.508	4.61	0.524336612
1444	dextrose	32.381	17.868	5.099	0.517158159
1444	dextrose	25.739	21.708	5.523	0.301666502
1444	dextrose	31.145	20.224	7.018	0.534401398
1444	dextrose	32.867	21.506	5.5	0.39084402
1444	dextrose	34.821	17.923	5.59	0.605942811
1444	dextrose	28.258	22.074	5.385	0.312295015
1444	dextrose	26.173	21.225	4.95	0.287583064
1444	dextrose	38.305	24.13	8.902	0.585636873
1444	dextrose	17.734	13.285	5.701	0.572841704
1444	dextrose	49.49	13.757	4.717	1.233490632
1444	dextrose	23.759	20.396	5.59	0.319264006
1444	dextrose	45.412	23.071	6.727	0.573930386
1444	dextrose	31.484	18.31	6.519	0.612201228
1444	dextrose	30.859	18.608	4.301	0.383311542
1444	dextrose	25.52	21.639	6.801	0.370662859
1444	dextrose	27.336	21.26	6.801	0.411321319
1444	dextrose	26.8	19.449	5.59	0.396051853
1444	dextrose	25.269	21.477	3.354	0.183740071
1444	dextrose	28.504	24.052	12.021	0.592303114
1444	dextrose	160.863	14.866	3.606	2.624784358
1444	dextrose	26.744	22.847	5.099	0.261248023
1444	dextrose	87.741	15.508	9.192	3.35352085
1444	dextrose	137.591	17.464	12.619	5.692820916
1444	dextrose	307.976	13.124	11.662	20.85246821
1444	dextrose	202.071	9.179	11.236	26.94790338
1444	dextrose	321.522	16.101	7.106	8.813130436
1444	dextrose	31.401	20.797	5.22	0.378976777
1384	dextrose	56.478	41.107	13.482	0.450611287
1384	dextrose	44.267	28.944	8.537	0.45109527
1384	dextrose	50.535	39.356	5.207	0.169886138
1384	dextrose	50.737	40.089	9.333	0.294642645
1384	dextrose	51.294	44.02	7.542	0.199642509
1384	dextrose	46.207	37.724	6.289	0.204199134
1384	dextrose	52.26	36.812	5.696	0.219664846
1384	dextrose	60.314	39.654	9.357	0.358906031
1384	dextrose	47.352	35.39	7.333	0.277241913
1384	dextrose	51.294	37.624	10.995	0.398411504
1384	dextrose	47.893	36.136	11.096	0.406966194
1384	dextrose	50.829	38.378	7.601	0.262311675
1384	dextrose	47.633	39.878	12.944	0.387712409
1384	dextrose	46.937	35.634	6.799	0.251322411
1384	dextrose	49.875	32.998	5.696	0.260902147
1384	dextrose	58.134	40	12.737	0.462782974
1384	dextrose	47.87	33.869	6.146	0.25647866
1384	dextrose	49.554	37.482	12.667	0.446793632
1384	dextrose	43.843	31.02	6.7	0.305275168
1384	dextrose	51.854	41.767	6.037	0.179447278
1384	dextrose	48.708	37.047	7.087	0.2515108
1384	dextrose	47.703	35.182	7.211	0.277907418
1384	dextrose	40.31	34.15	8.055	0.278417755
1384	dextrose	41.339	33.954	5.735	0.205641849
1384	dextrose	47.347	36.393	8.667	0.309831485
1384	dextrose	41.617	35.883	9.262	0.299362955
1384	dextrose	44.267	32.277	9.068	0.385305561
1384	dextrose	59.033	43.256	11.926	0.376267706
1384	dextrose	44.746	39.446	9.911	0.285013712
1384	dextrose	58.927	41.58	18.439	0.628467358
1384	dextrose	49.333	39.333	8.667	0.276370815
1384	dextrose	47.376	34.935	8.138	0.315903604
1384	dextrose	51.338	39.878	10.934	0.352980958
1384	dextrose	38.873	30.926	6	0.243866309
1384	dextrose	44.407	38.534	9.068	0.27119068
1384	dextrose	63.641	46.308	13.499	0.400614388
1384	dextrose	38.459	40.404	11.353	0.267460653
1384	dextrose	50.684	42.132	13.333	0.380692754
1384	dextrose	45.923	38.793	6.7	0.204455276
1384	dextrose	47.675	38.39	9.286	0.300388399
1384	dextrose	49.603	38.21	10	0.339745621
1384	dextrose	55.337	43.379	12	0.352888727
1384	dextrose	43.868	36.283	6.037	0.20116973
1384	dextrose	27.014	26.998	7.454	0.276258149
1384	dextrose	27.657	24.909	9.615	0.428589743
1384	dextrose	46.614	36.08	7.601	0.272178644
1384	dextrose	43.025	32.694	10.995	0.442567987
1384	dextrose	64.256	50.018	14.016	0.359985602
1384	dextrose	29.59	26.55	9.068	0.380651395
1384	dextrose	48.831	31.241	6.289	0.314649727
1384	dextrose	40.585	30.732	7.542	0.324093581
1384	dextrose	50.495	37.724	10.853	0.385090413
1384	dextrose	56.04	47.563	10.176	0.252079046
1384	dextrose	46.729	35.384	6.6	0.246329582
1384	dextrose	56.725	42.9	12.875	0.396832431
1384	dextrose	58.939	42.343	12.944	0.425508283
1384	dextrose	53.009	42.085	11.333	0.339187499
1384	dextrose	50.706	37.736	8.944	0.318477985
1384	dextrose	43.949	33.797	6.96	0.267794673
1384	dextrose	41.231	34.928	9.707	0.328066179
1384	dextrose	44.045	35.49	10.667	0.373015528
1384	dextrose	56.765	39.384	12	0.43915946
1384	dextrose	49.026	34.596	8.353	0.342150489
1384	dextrose	48.3	39.671	10.435	0.32025306
1384	dextrose	51.264	36.721	7.803	0.296650509
1384	dextrose	44.402	33.473	6.864	0.272013546
1384	dextrose	53.637	39.939	8.353	0.280874678
1384	dextrose	40.011	36.086	9.068	0.278620731
1384	dextrose	45.5	34.319	7.803	0.301441994
1384	dextrose	41.419	32.667	6.325	0.245494425
1384	dextrose	47.225	37.818	8.485	0.28017327
1384	dextrose	51.125	41.724	12.454	0.365738188
1384	dextrose	51.034	38.256	8.433	0.294064495
1384	dextrose	63.627	44.984	16.275	0.511736392
1384	dextrose	48.612	38.093	5.497	0.184153032
1384	dextrose	32.998	24.046	9.428	0.538048601
1384	dextrose	42.999	34.801	6	0.213022834
1384	dextrose	43.502	34.647	11.035	0.399898974
1384	dextrose	38.69	29.432	9.843	0.439629336
1384	dextrose	43.828	36.136	5.735	0.192488558
1384	dextrose	44.821	36.721	6.96	0.231345887
1384	dextrose	46.923	39.016	10.541	0.32492423
1384	dextrose	25.552	28.284	10.667	0.340710515
1384	dextrose	50.596	40.359	10.349	0.32146506
1384	dextrose	46.899	37.387	6.667	0.22369321
1384	dextrose	50.089	36.545	8.692	0.325991403
1384	dextrose	50	35.207	10.75	0.433631106
1384	dextrose	49.405	38.023	7.333	0.250587746
1384	dextrose	52.017	42.687	8.667	0.247413179
1384	dextrose	41.015	36.301	6.667	0.207508549
1384	dextrose	54.263	37.268	8.692	0.339587225
1384	dextrose	63.052	44.267	9.843	0.316713205
1384	dextrose	59.666	47.87	13.744	0.357860048
1384	dextrose	45.343	35.839	6.667	0.235357986
1384	dextrose	47.712	39.016	9.911	0.310641599
1384	dextrose	52.226	39.294	8.028	0.271544898
1384	dextrose	41.979	31.672	7.087	0.29658115
1384	dextrose	51.195	36.222	10.853	0.423479604
1384	dextrose	32.221	25.386	10.154	0.507677157
1384	dextrose	39.016	29.522	9.545	0.427294324
1384	maltose	40.249	26.541	8.692	0.496638345
1384	maltose	35.258	24.667	5.963	0.345533226
1384	maltose	39.777	25.237	7.364	0.459907349
1384	maltose	43.868	31.868	7.601	0.328328778
1384	maltose	39.671	27.146	7.775	0.418563984
1384	maltose	35.503	25.201	6.6	0.368955033
1384	maltose	38.187	31.616	8.537	0.326142185
1384	maltose	41.446	21.499	5.077	0.455253472
1384	maltose	40	28.852	4.714	0.226515394
1384	maltose	43.107	35.333	7.601	0.262456604
1384	maltose	45.5	27.849	7.454	0.437302112
1384	maltose	35.207	21.187	5.077	0.398196328
1384	maltose	35.634	35.182	12.684	0.365157109
1384	maltose	37.315	30.302	5.077	0.206323179
1384	maltose	44.806	33.954	6.667	0.259110338
1384	maltose	46.809	30.732	10	0.495618734
1384	maltose	46.423	28.503	7.803	0.445875556
1384	maltose	43.823	26.998	4.807	0.289010114
1384	maltose	39.129	34.28	8.667	0.288593084
1384	maltose	32.694	22.804	5.696	0.358109609
1384	maltose	42.838	26.998	6.325	0.371729074
1384	maltose	55.913	38.701	8.969	0.334820812
1384	maltose	44.711	38.023	8.692	0.268807475
1384	maltose	28.636	23.935	8.894	0.444572521
1384	maltose	40.639	35.201	7.211	0.236498563
1384	maltose	44.845	38.667	12.293	0.368715125
1384	maltose	61.842	39.129	16.56	0.668877151
1384	maltose	45.695	33.106	8.667	0.36134667
1384	maltose	45.651	36.136	9.843	0.344110263
1384	maltose	43.676	35.578	10.77	0.371616937
1384	maltose	49.697	36.612	12.737	0.472226565
1384	maltose	43.354	33.36	9.428	0.367279479
1384	maltose	59.243	37.315	13.92	0.592255887
1384	maltose	37.387	31.077	8.537	0.330481934
1384	maltose	33.34	23.343	8.969	0.548777478
1384	maltose	43.868	36.086	11.643	0.392224974
1384	maltose	45.651	34.769	10.435	0.394056367
1384	maltose	43.333	30.148	6.289	0.299835698
1384	maltose	41.526	35.876	5.207	0.167996273
1384	maltose	46.121	32.667	9.545	0.412530576
1384	maltose	48.374	38.873	6.146	0.196747145
1384	maltose	48.826	36.962	9.428	0.336945604
1384	maltose	53.07	40.277	12.649	0.413800537
1384	maltose	50.301	31.623	6.289	0.316338519
1384	maltose	42.337	29.605	8.692	0.419864994
1384	maltose	42.216	31.84	10.154	0.422832267
1384	maltose	52.017	37.333	8	0.298572296
1384	maltose	53.835	40.667	14.391	0.468458819
1384	maltose	46.581	37.268	14.682	0.492404319
1384	maltose	37.071	29.364	8.969	0.385609651
1384	maltose	54.918	35.69	12.737	0.54914719
1384	maltose	45.509	33.658	12.019	0.482824184
1384	maltose	33.731	22.161	11.333	0.778386684
1384	maltose	42.937	28.032	11.333	0.619253424
1384	maltose	40.814	27.487	9.475	0.511839377
1384	maltose	41.532	30.207	8.769	0.399133081
1384	maltose	39.395	29.515	8.944	0.404470936
1384	maltose	41.123	36.721	17.651	0.5383009
1384	maltose	42.885	32.687	8	0.321103674
1384	maltose	57.6	42.802	15.348	0.482554254
1384	maltose	47.675	30.148	8.433	0.442339567
1384	maltose	45.353	36.472	14.981	0.510772687
1384	maltose	34.596	22.667	8.944	0.602239989
1384	maltose	44.746	35.839	12.074	0.420623588
1384	maltose	18.774	18.012	8.692	0.502982245
1384	maltose	38.672	30.007	8.667	0.372237629
1384	maltose	38.81	28.736	6.7	0.314895037
1384	maltose	34.998	25.966	9.428	0.4893873
1384	maltose	31.227	23.823	4.472	0.246058944
1384	maltose	39.248	26.998	7.803	0.420161207
1384	maltose	37.172	27.56	6.289	0.30777908
1384	maltose	47.563	32.998	8.028	0.350672223
1384	maltose	57.43	40.716	16.125	0.558609514
1384	maltose	44.567	32.221	8.944	0.38394336
1384	maltose	52.498	37.315	14.757	0.556383118
1384	maltose	21.302	20.58	11.926	0.599824837
1384	maltose	37.924	33.869	8.11	0.268120638
1384	maltose	44.192	30.883	6.667	0.308912263
1384	maltose	45.068	34.026	9.262	0.360538184
1384	maltose	44.272	26.566	8.055	0.505291916
1384	maltose	39.788	35.559	7.775	0.244654624
1384	maltose	51.403	40.792	18.049	0.557560005
1384	maltose	46.861	36.545	15.114	0.530316375
1384	maltose	51.385	40.617	16.465	0.512840612
1384	maltose	19.821	17.333	8.894	0.586779878
1384	maltose	28.071	26.7	11.411	0.449323431
1384	maltose	35.734	21.838	8.433	0.631884948
1384	maltose	27.341	19.345	10.198	0.745061177
1384	maltose	32.18	26.816	10.176	0.455381249
1384	maltose	57.704	40.293	10.853	0.385741633
1384	maltose	45.274	35.734	11.813	0.418837737
1384	maltose	39.237	34.442	11.813	0.390732264
1384	maltose	41.788	30.148	8.667	0.398477101
1384	maltose	47.893	33.333	19.102	0.823383345
1384	maltose	45.923	34.596	7.601	0.291641422
1384	maltose	66.47	45.294	13.233	0.428748526
1384	maltose	38.053	28.79	11.411	0.523876934
1384	maltose	47.912	37.202	11.333	0.392334602
1384	maltose	21.592	21.838	10.088	0.456743338
1384	maltose	33.099	29.288	7.333	0.282954839
1444	maltose	28.16	19.925	12.649	0.897206028
