YSD	Medium	length	diameter	septum	MI
628	dextrose	12	12.5	5.025	0.38592
628	dextrose	35.735	19.698	6.801	0.626357519
628	dextrose	32.65	22.672	7.106	0.451365876
628	dextrose	39.538	19.526	7.159	0.742404319
628	dextrose	21.708	17.414	8.322	0.595731335
628	dextrose	36.335	19.3	6.801	0.663411998
628	dextrose	56.8	18.554	6.519	1.075608467
628	dextrose	97.737	17.614	10.308	3.247262747
628	dextrose	51.264	23.505	8.139	0.755201819
628	dextrose	30.923	20.863	9.192	0.653037499
628	dextrose	49.193	26.401	7.382	0.520998647
628	dextrose	108.915	16.348	9.899	4.034128818
628	dextrose	61.207	26.249	14.318	1.271914522
628	dextrose	28.745	23.537	8	0.415097469
628	dextrose	104.232	22.594	19.981	4.079735824
628	dextrose	17.847	15.403	7.159	0.538526346
628	dextrose	16.621	17.586	8.139	0.437415391
628	dextrose	20.396	17.066	6.083	0.425989934
628	dextrose	33.422	23.712	6.021	0.357902465
628	dextrose	31.133	20.125	6.801	0.522783616
628	dextrose	19.164	13.5	7.649	0.804309663
628	dextrose	18.337	16.978	7.071	0.449817206
628	dextrose	19.831	19.602	10.124	0.522511654
628	dextrose	26.077	18.722	6.103	0.454042509
628	dextrose	14.036	15.008	7	0.436210141
628	maltose	31.385	21.024	8.078	0.573581699
628	maltose	27.189	17.614	6.103	0.534835986
628	maltose	21.477	15.524	9.487	0.845464252
628	maltose	30.549	22.655	8.139	0.484439909
628	maltose	28.2	22.743	8.276	0.451205191
628	maltose	19.007	13.509	6	0.624911363
628	maltose	21.101	13.463	4.61	0.536686006
628	maltose	25.812	19.526	6	0.406206003
628	maltose	20.555	15.572	5	0.423836833
628	maltose	16.378	13.892	6.265	0.531682533
628	maltose	16.808	13.314	7.433	0.70479541
628	maltose	15.297	10.198	7.071	1.040056874
628	maltose	30.438	21.101	11.102	0.758946672
628	maltose	22	17.507	6.021	0.432183164
628	maltose	17.357	14.142	5.701	0.494770775
628	maltose	29.517	18.742	7.433	0.624603597
628	maltose	27.803	18.507	8.139	0.660679237
628	maltose	32.898	22.94	11.011	0.688350182
628	maltose	20.081	15.524	6.021	0.501702997
628	maltose	18.601	10.966	5	0.773410055
628	maltose	16.378	12.806	5.315	0.53080761
628	maltose	18.2	12.021	5.408	0.681125087
628	maltose	29.232	22.561	9.487	0.544842202
628	maltose	32.561	23.345	6.519	0.389485199
628	maltose	30.842	20.427	7.159	0.529158428
628	maltose	30.108	20.402	7.566	0.547271406
628	maltose	30.208	17.678	4.243	0.410136806
628	maltose	27.166	19.812	7.018	0.485716013
628	maltose	33.634	24.91	9.014	0.48859455
628	maltose	34.311	22.847	7.826	0.514416459
628	maltose	20.934	15.24	7.81	0.703936233
628	maltose	16.711	15.7	5.59	0.378978823
628	maltose	18.668	13.285	6.185	0.654205783
628	maltose	66.251	25.348	16.101	1.660190373
628	maltose	54.601	16.621	8.732	1.72583799
628	maltose	114.965	16.553	8.86	3.717456844
628	maltose	65.317	17.586	6.708	1.416723656
628	maltose	31.305	23.927	10	0.546810958
628	maltose	31.78	30.83	11.769	0.393501513
628	maltose	30.008	23.759	14.142	0.751781387
628	maltose	25.105	22.299	8.544	0.431370747
628	maltose	25.239	18.028	6.185	0.480304603
628	maltose	17.103	14.213	4.301	0.364141541
628	maltose	23.033	14.765	4.924	0.520237494
628	maltose	20.67	16.401	6.325	0.486026948
628	maltose	25.08	21.552	9	0.485953691
628	maltose	25.933	20.112	5.657	0.362684018
628	maltose	18.398	15.24	5.408	0.428388066
628	maltose	18.358	15.953	5.701	0.411236521
628	maltose	28.853	22.809	8.276	0.458985502
628	maltose	15.62	14.151	4.301	0.335487397
628	maltose	22.051	18.742	7.071	0.44389194
628	maltose	25.598	19.729	5	0.328825806
628	maltose	16.325	13.314	3.536	0.325647944
628	maltose	127.048	15.7	10	5.154286178
628	maltose	27.06	18.337	6.265	0.504187759
628	maltose	26.5	22.589	7.566	0.392932725
628	maltose	30.208	25.11	8.246	0.395068022
628	maltose	25.739	20.156	8	0.506842422
628	maltose	65.742	16.771	8.902	2.080714933
628	maltose	21.101	13.21	3.905	0.4721918
628	maltose	27.354	17.27	5.148	0.472144251
628	maltose	20.616	17.614	7.106	0.472186564
628	maltose	15.882	10.124	4.924	0.762990206
628	maltose	29.602	22.322	9.341	0.554942797
628	maltose	16.978	11.045	4.123	0.573810411
628	maltose	29.517	16.621	6.519	0.69652851
628	maltose	23.691	20.797	5.385	0.294963119
628	maltose	22.006	16.325	6.103	0.50393915
628	maltose	32.73	20.248	5.701	0.45512719
628	maltose	25.179	13.946	6.576	0.851335926
628	maltose	28.657	19.812	5.852	0.427246391
628	maltose	36.28	28.43	7.159	0.321340838
628	maltose	61.988	20.131	9.552	1.46107073
628	maltose	121.511	18.682	16.688	5.80996011
628	maltose	21.983	19.609	10.548	0.603040094
628	maltose	38.053	17.529	7.433	0.920531707
628	maltose	32.928	24.749	8.139	0.437543353
628	maltose	22.456	18.5	5.701	0.374058893
628	maltose	21.506	15.532	4	0.356586477
628	maltose	18.069	17.868	5.408	0.306068696
628	maltose	26.912	20.887	6.403	0.394982034
628	maltose	36.912	25.125	8.944	0.522982584
628	maltose	30.414	19.039	8.016	0.672578503
628	maltose	22.051	18.507	6	0.386284685
628	maltose	26.215	24.418	10.63	0.467372277
628	maltose	17.007	12.093	5.148	0.598684679
628	maltose	11.18	9.618	3	0.362571374
628	maltose	23.717	21.006	8.139	0.437465773
628	maltose	25.656	18.446	3.354	0.252899282
628	maltose	26.575	18.527	8.602	0.665982026
628	maltose	20	11.662	5.701	0.83836852
628	maltose	22.506	19.602	8.515	0.498749183
628	maltose	23.712	14.866	7.28	0.781108401
628	maltose	27.973	16.101	6.671	0.719820624
628	maltose	14.213	13.829	5.315	0.395009437
628	maltose	12.728	11.336	6.021	0.596360842
628	maltose	15.182	13	5.22	0.468935148
628	maltose	14.142	12.659	4	0.352997821
628	maltose	28.306	14.422	7.433	1.011560011
634	dextrose	12.258	12.021	8.732	0.740716723
634	dextrose	26.12	18.173	8.746	0.691718502
634	dextrose	86.444	21.915	8.602	1.548286557
634	dextrose	17.328	14.866	6.801	0.53325257
634	dextrose	14.916	13.601	5.099	0.411145655
634	dextrose	20.402	14.431	7.159	0.701345883
634	dextrose	29.108	22.55	9.22	0.527776678
634	dextrose	25.125	18.527	6.325	0.462973781
634	dextrose	20.012	16.978	7.517	0.521869584
634	dextrose	17.507	15.508	3.536	0.257402288
634	dextrose	50.09	17.066	7.018	1.206982332
634	dextrose	14.221	16.031	6.325	0.350001123
634	dextrose	12.806	14.213	5.701	0.361404059
634	dextrose	27.295	24.824	13.314	0.589723081
634	dextrose	25.505	23.005	7.071	0.340770263
634	dextrose	25.505	20	6.5	0.41445625
634	dextrose	16.279	15.524	5.852	0.395298141
634	dextrose	26.856	18.118	6.265	0.512556674
634	dextrose	19.105	17.564	9.513	0.589138876
634	dextrose	110.91	19.78	13.892	3.938065229
634	dextrose	107.119	24.749	13.73	2.401163514
634	dextrose	17.357	16.194	6.801	0.450131254
634	dextrose	17.335	14.151	5.59	0.483906429
634	dextrose	14.866	12.42	4.61	0.444274986
634	dextrose	16.378	15.042	7.159	0.518205551
634	dextrose	28.151	23.243	11.8	0.614881561
634	dextrose	17.183	16.008	6.708	0.449798386
634	dextrose	14.705	14.318	6.5	0.466244444
634	dextrose	28.636	18.118	5.5	0.479793691
634	dextrose	32.101	22.672	6.708	0.418920825
634	dextrose	23.838	16.194	8.246	0.749557365
634	dextrose	16.53	15.66	6.5	0.438129701
634	dextrose	33.242	21.03	6.964	0.523440548
634	dextrose	30.364	24.382	8.515	0.434915596
634	dextrose	26.907	18.035	4.472	0.369942971
634	dextrose	14.5	11.673	5	0.532075223
634	dextrose	14.714	13.238	5	0.419813116
634	dextrose	16.553	15.443	4.301	0.298526449
634	dextrose	20.934	17.614	5.831	0.393440694
634	dextrose	19.474	18.2	6.727	0.395488462
634	dextrose	16.279	13	7.018	0.676011964
634	dextrose	14.16	14.534	6.021	0.403609676
634	dextrose	15.24	12.5	7.106	0.693090816
634	dextrose	26.505	21.006	7.5	0.450507836
634	dextrose	28.636	18.439	10.308	0.868184514
634	dextrose	27.663	24.331	9	0.420554098
634	dextrose	18.2	14.841	7.433	0.614199121
634	dextrose	33.504	22.006	10.977	0.759448112
634	dextrose	18.2	15.811	3.202	0.23311705
634	dextrose	16.125	17.066	7.5	0.415238395
634	dextrose	200.092	17.586	15.953	10.3213844
634	dextrose	30.5	22.506	7	0.421503563
634	dextrose	37.232	17.923	7.616	0.882717815
634	dextrose	24.515	17.951	4.5	0.342347466
634	dextrose	83.355	19.235	10.7	2.410632749
634	dextrose	15.403	17.103	7.071	0.3723416
634	dextrose	17.443	12.093	6.727	0.802369668
634	dextrose	17.734	16.101	7.632	0.522082776
634	dextrose	17.27	15.207	7.433	0.555097637
634	dextrose	13.5	13.01	7.28	0.580644818
634	dextrose	17.007	18.125	7.433	0.384800665
634	dextrose	16.771	16.688	6.5	0.391438676
634	dextrose	16.401	14.534	7.106	0.551728248
634	dextrose	16.508	15.075	5.5	0.399523664
634	dextrose	30.004	20.5	8.5	0.606862582
634	dextrose	13.416	11.424	5.59	0.57464346
634	dextrose	15.133	15.075	6.576	0.437897227
634	dextrose	54.886	21.054	8.732	1.081200085
634	dextrose	36	22.051	7.5	0.555273804
634	dextrose	15.008	13.583	4.5	0.366052969
634	dextrose	13.509	14.142	5.831	0.393862449
634	dextrose	42.465	15.338	6.519	1.176724085
634	dextrose	14.603	13.454	4.301	0.346983386
634	dextrose	25.02	20	6.5	0.406575
634	dextrose	15.62	15.305	8.139	0.542731977
634	dextrose	17.007	16.125	5.385	0.352219968
634	dextrose	21.095	17.755	7.211	0.482540391
634	dextrose	42.606	19.474	7.211	0.810132262
634	dextrose	17.804	15.403	5.701	0.427816958
634	dextrose	50.826	19.962	6.964	0.888252814
634	dextrose	63.058	18.608	7.5	1.365847024
634	dextrose	21.783	18.608	10.5	0.660552888
634	dextrose	17.614	15.532	4.031	0.29431746
634	dextrose	21.272	16.553	5.385	0.418061911
634	dextrose	25.466	17.357	5	0.422650524
634	dextrose	30.083	23.119	6.325	0.355994742
634	dextrose	13.124	12.349	6.325	0.544331128
634	dextrose	26.101	18.2	5.59	0.440479984
634	dextrose	19.3	14.866	7.433	0.649132248
634	dextrose	18.028	18.007	7.5	0.416990426
634	dextrose	57.801	16.225	6.946	1.525108425
634	dextrose	32.65	21.26	10	0.72236495
634	dextrose	10.92	12.369	7.159	0.510982259
634	dextrose	18.2	15.508	6.5	0.491895852
634	dextrose	16.919	13.865	6.042	0.531759997
634	dextrose	13.086	15.556	5	0.270384039
634	dextrose	15.305	13.829	6.727	0.538360525
634	dextrose	26.005	22.051	7.762	0.415120249
634	dextrose	18.173	14.08	6.519	0.597588592
634	dextrose	15.008	13.509	6	0.493432406
634	maltose	48.503	18.601	8.746	1.226042398
634	maltose	101.559	14.151	8.201	4.159211123
634	maltose	32.901	17.5	6.403	0.687886051
634	maltose	24.398	12.748	6.364	0.955433112
634	maltose	16.621	14.705	6.576	0.505462448
634	maltose	25	20.081	9.849	0.610606571
634	maltose	29.155	11.045	7.517	1.796495591
634	maltose	21.36	16.155	3.905	0.319601171
634	maltose	18.768	13.086	5.701	0.624820405
634	maltose	22.561	14.431	4.5	0.487503801
634	maltose	19.449	13.2	5.148	0.574629545
634	maltose	29.568	24.52	9.341	0.45938244
634	maltose	34.63	22.94	7.762	0.510786373
634	maltose	18.788	12.083	5.148	0.662475069
634	maltose	19.698	14.089	3.808	0.377884201
634	maltose	25.005	21.006	7	0.396678056
634	maltose	21.024	13	4.243	0.527839243
634	maltose	28.657	22.638	7.632	0.426769107
634	maltose	19.105	14.807	6.083	0.530066925
634	maltose	26.8	21.477	10.5	0.610066052
634	maltose	22.638	14.151	5.22	0.590111797
634	maltose	21.915	15.532	3.536	0.32121733
634	maltose	13.946	15.788	5.59	0.31275714
634	maltose	49.952	18.398	11.402	1.682645735
634	maltose	26.315	19.602	9.862	0.675410181
634	maltose	20.261	13.829	8.062	0.854126344
634	maltose	19.506	18.111	5.5	0.32707402
634	maltose	17.357	13.086	5.59	0.566594872
634	maltose	35.362	25.239	12.207	0.677643812
634	maltose	67.309	13.2	14.56	5.624535354
634	maltose	29.262	9.179	5.099	1.77091729
634	maltose	34.329	17.847	7.211	0.777188205
634	maltose	40.528	20.506	10.124	0.975765374
634	maltose	59.064	27.171	11.011	0.88092386
634	maltose	39.5	19.526	9.618	0.996449511
634	maltose	26.8	18.2	8.016	0.648559353
634	maltose	30.017	21.03	6.801	0.461595445
634	maltose	25.08	18.173	5	0.379703223
634	maltose	26.315	21.708	22.655	1.265108621
634	maltose	26.907	12.104	4.61	0.846658697
634	maltose	31.004	9.899	5.701	1.803790606
634	maltose	30.004	20.506	7	0.499476766
634	maltose	52.146	13.342	6.964	2.040036276
634	maltose	42.503	24.021	5.315	0.391508042
634	maltose	35.92	13.657	6.964	1.34117198
634	maltose	32.757	12.855	7.826	1.551314323
634	maltose	14.089	10.735	4.717	0.576689372
634	maltose	20.616	19.925	7.159	0.371757816
634	maltose	27.203	20.555	8.139	0.524026063
634	maltose	23.712	17	7.632	0.626193716
634	maltose	16.643	15.008	5.59	0.41304539
634	maltose	25.773	14.23	6.083	0.774235339
634	maltose	24.622	13.2	5.408	0.764208999
634	maltose	25.461	21.19	9.22	0.522810697
634	maltose	48.974	21.915	8.485	0.865235786
634	maltose	35.118	19.235	6.5	0.616962475
634	maltose	29.09	14.983	6.5	0.842285877
634	maltose	20.081	13.285	5.385	0.612700065
634	maltose	25.812	19.526	9.192	0.622307596
634	maltose	91.611	22.204	11.8	2.192639299
634	maltose	17.219	16.56	5.385	0.338121642
634	maltose	29.682	16.919	5.59	0.579636316
634	maltose	27.295	20.718	10.05	0.639077464
634	maltose	26.201	15.914	5.657	0.585255277
634	maltose	23.162	15.882	5.408	0.496595016
634	maltose	55.509	15.89	11.011	2.420707812
634	maltose	26.12	23.505	9.055	0.428095947
634	maltose	45.599	22	11.011	1.03737725
634	maltose	21.932	16.553	4.743	0.379645216
634	maltose	46.309	18.507	7.906	1.068932208
634	maltose	30.676	20.616	11.011	0.794724644
634	maltose	37.316	16.101	6.946	0.999825395
634	maltose	34.442	17.692	5.148	0.566464945
634	maltose	32.035	23.601	7.211	0.414724234
634	maltose	38.565	19.416	6.801	0.695739377
634	maltose	20.012	14.431	8.246	0.792393622
634	maltose	26.086	13.463	8.016	1.153669754
634	maltose	84.336	12.379	15.443	8.499111845
634	maltose	71.432	18.2	9.394	2.025818766
634	maltose	151.084	13.463	13.124	10.93958897
634	maltose	32.33	14.841	6.946	1.019563204
634	maltose	46.295	17.755	9.434	1.385442822
634	maltose	50.567	19.039	8.276	1.15451453
634	maltose	33.871	17.066	8.078	0.939438566
634	maltose	49.422	10.512	5.701	2.549767921
634	maltose	27.933	8.846	6.364	2.271715192
634	maltose	25.7	18.2	6.964	0.540317594
634	maltose	22.825	13.657	5.148	0.629997325
634	maltose	36.222	17.117	8.515	1.052693102
634	maltose	41.503	19.5	8.246	0.90002298
634	maltose	19.039	13.416	4.743	0.501708154
634	maltose	37.108	19.906	6.671	0.624727306
634	maltose	25.283	19.313	8	0.54227441
634	maltose	31.401	16.8	8.485	0.944010364
634	maltose	31.623	19.78	8.86	0.716117382
634	maltose	19.164	14.221	6	0.568561096
634	maltose	29	20.555	8.322	0.571203352
634	maltose	20.006	13	5.5	0.65108284
634	maltose	24.622	19.416	5.701	0.372352986
634	maltose	59.71	15.435	7.778	1.949403504
