gene	GRACE	Homann	Mitchell	Noble
orf19.3642	1	0	1	0
orf19.3647	1	0	0	0
orf19.3649	1	0	0	0
orf19.3651	1	0	0	1
orf19.3658	1	0	0	0
orf19.3659	1	0	0	0
orf19.3669	1	0	0	0
orf19.367	1	0	0	0
orf19.3673	1	0	0	0
orf19.3679	1	0	0	0
orf19.3681	1	0	0	0
orf19.3686	1	0	0	0
orf19.3689	1	0	0	0
orf19.3696	1	0	0	0
orf19.3697	1	0	0	0
orf19.3699	1	0	0	0
orf19.3700	1	0	0	0
orf19.3704	1	0	0	0
orf19.3705	1	0	0	0
orf19.3710	1	0	0	1
orf19.3711	1	0	0	0
orf19.3715	1	0	0	0
orf19.3720	1	0	1	1
orf19.3724	1	0	0	0
orf19.3736	1	1	0	1
orf19.3740	1	0	0	0
orf19.3751	1	0	1	0
orf19.3759	1	0	0	0
orf19.3761	1	0	0	0
orf19.3763	1	0	0	1
orf19.3764	1	0	1	0
orf19.3765	1	0	1	1
orf19.3770	1	0	0	0
orf19.3778	1	0	0	1
orf19.3785	1	0	0	0
orf19.379	1	0	0	0
orf19.3792	1	0	0	0
orf19.3795	1	0	0	0
orf19.3796	1	0	0	0
orf19.3799	1	0	0	1
orf19.3803	1	0	0	1
orf19.3804	1	0	0	0
orf19.3810	1	0	0	0
orf19.3811	1	0	0	1
orf19.3815	1	0	0	0
orf19.3817	1	0	0	0
orf19.3822	1	0	0	0
orf19.3823	1	0	0	0
orf19.3831	1	0	0	0
orf19.3841	1	0	1	0
orf19.3846	1	0	0	0
orf19.3852	1	0	0	0
orf19.3854	1	0	1	1
orf19.3856	1	0	0	1
orf19.3859	1	0	0	0
orf19.386	1	0	0	0
orf19.3861	1	0	0	0
orf19.3862	1	0	0	0
orf19.3867	1	0	0	0
orf19.387	1	0	0	0
orf19.3870	1	0	0	0
orf19.3873	1	0	0	1
orf19.3874	1	0	0	1
orf19.388	1	0	0	0
orf19.3888	1	0	0	1
orf19.3895	1	0	1	1
orf19.3898	1	0	0	0
orf19.3901	1	0	0	1
orf19.3910	1	0	0	0
orf19.3911	1	0	0	0
orf19.3912	1	1	0	1
orf19.3915	1	0	0	0
orf19.3920	1	0	0	0
orf19.3921	1	0	0	0
orf19.3922	1	0	0	0
orf19.3923	1	0	0	0
orf19.3926	1	0	0	0
orf19.3929	1	0	0	0
orf19.3930	1	0	0	0
orf19.3932	1	0	0	0
orf19.3937	1	0	0	0
orf19.3938	1	0	0	0
orf19.3941	1	0	0	0
orf19.395	1	0	0	0
orf19.3950	1	0	0	0
orf19.3951	1	0	0	0
orf19.3952	1	0	0	0
orf19.3954	1	0	0	0
orf19.3955	1	0	0	0
orf19.3957	1	0	0	0
orf19.3960	1	0	0	0
orf19.3962	1	0	0	0
orf19.3964	1	0	0	0
orf19.3966	1	0	1	1
orf19.3970	1	0	0	0
orf19.3980	1	0	0	0
orf19.3981	1	0	0	0
orf19.3982	1	0	0	1
orf19.3983	1	0	0	0
orf19.3986	1	1	1	0
orf19.3990	1	0	0	0
orf19.3991	1	0	0	0
orf19.3995	1	0	1	1
orf19.3996	1	0	0	0
orf19.4000	1	1	0	0
orf19.4001	1	0	1	0
orf19.4003	1	0	0	0
orf19.4004	1	0	0	0
orf19.4005	1	0	0	0
orf19.4006	1	0	0	0
orf19.401	1	0	0	0
orf19.4010	1	0	1	0
orf19.4011	1	0	0	1
orf19.4013	1	0	0	0
orf19.4014	1	0	0	1
orf19.4015	1	0	0	1
orf19.4016	1	0	0	0
orf19.4023	1	0	0	0
orf19.4024	1	0	0	0
orf19.4025	1	0	0	0
orf19.4026	1	0	0	0
orf19.4028	1	0	0	1
orf19.4029	1	0	0	0
orf19.403	1	0	0	1
orf19.4030	1	0	0	0
orf19.4031	1	0	0	0
orf19.4032	1	0	0	0
orf19.4033	1	0	0	0
orf19.4035	1	0	0	1
orf19.4040	1	0	0	0
orf19.405	1	0	0	0
orf19.406	1	0	0	0
orf19.4060	1	0	0	0
orf19.4062	1	0	1	0
orf19.4063	1	0	0	0
orf19.407	1	0	0	0
orf19.4077	1	0	0	0
orf19.4078	1	0	0	0
orf19.4079	1	0	0	0
orf19.4088	1	0	0	0
orf19.4089	1	0	0	1
orf19.4093	1	0	0	0
orf19.410	1	0	0	0
orf19.4106	1	0	0	0
orf19.4112	1	0	0	0
orf19.4118	1	0	0	1
orf19.4119	1	0	0	0
orf19.412	1	0	0	0
orf19.4120	1	0	0	0
orf19.4125	1	0	1	0
orf19.4128	1	0	0	0
orf19.4131	1	0	0	0
orf19.4133	1	0	0	0
orf19.4136	1	0	0	0
orf19.414	1	0	0	0
orf19.4142	1	0	0	0
orf19.4146	1	0	0	0
orf19.4147	1	0	0	0
orf19.415	1	0	0	0
orf19.4151	1	0	0	0
orf19.4152	1	0	0	0
orf19.4154	1	0	0	0
orf19.4160	1	0	0	0
orf19.4161	1	0	0	0
orf19.4168	1	0	0	0
orf19.4171	1	0	0	0
orf19.4175	1	0	0	1
orf19.4176	1	0	0	0
orf19.418	1	0	0	0
orf19.4183	1	0	0	1
orf19.4186	1	0	0	0
orf19.4187	1	0	0	0
orf19.4190	1	0	0	0
orf19.4191	1	0	0	0
orf19.4192	1	0	0	0
orf19.4194	1	0	0	0
orf19.4195	1	0	0	1
orf19.4197	1	0	0	0
orf19.4199	1	0	0	0
orf19.4201	1	0	0	0
orf19.4203	1	0	0	0
orf19.4205	1	0	0	0
orf19.4208	1	0	0	0
orf19.4210	1	0	0	0
orf19.4211	1	0	0	1
orf19.4213	1	0	0	0
orf19.4219	1	0	0	0
orf19.4221	1	0	0	0
orf19.4223	1	0	0	0
orf19.4229	1	0	0	0
orf19.423	1	0	0	0
orf19.4230	1	0	0	0
orf19.4231	1	0	0	0
orf19.4232	1	0	0	0
orf19.4233	1	0	0	0
orf19.4236	1	0	0	0
orf19.4240	1	0	0	0
orf19.4242	1	0	1	1
orf19.425	1	0	1	0
orf19.4252	1	0	1	0
orf19.4255	1	0	1	0
orf19.4258	1	0	0	0
orf19.4262	1	0	0	0
orf19.4265	1	0	0	1
orf19.4268	1	0	0	0
orf19.4274	1	0	0	0
orf19.4279	1	0	0	0
orf19.428	1	0	1	0
orf19.4281	1	0	0	0
orf19.4283	1	0	0	0
orf19.4287	1	0	0	0
orf19.4288	1	1	1	0
orf19.4290	1	0	0	0
orf19.4293	1	0	0	0
orf19.4294	1	0	0	0
orf19.4297	1	0	1	0
orf19.4299	1	0	0	0
orf19.4306	1	0	0	0
orf19.4308	1	0	1	1
orf19.4309	1	0	0	0
orf19.4312	1	0	0	1
orf19.4316	1	0	0	0
orf19.4318	1	1	1	0
orf19.4324	1	0	0	0
orf19.4325	1	0	0	0
orf19.4326	1	0	0	0
orf19.4334	1	0	0	0
orf19.4336	1	0	0	0
orf19.4339	1	0	0	0
orf19.4341	1	0	0	0
orf19.4346	1	0	0	0
orf19.4347	1	0	1	0
orf19.4348	1	0	0	0
orf19.4351	1	0	0	0
orf19.4353	1	0	0	1
orf19.4356	1	0	0	0
orf19.4357	1	0	0	0
orf19.4363	1	0	0	0
orf19.4365	1	0	0	0
orf19.4366	1	0	0	0
orf19.4367	1	0	0	0
orf19.4370	1	0	0	0
orf19.4371	1	0	0	0
orf19.4372	1	0	0	0
orf19.4373	1	0	0	0
orf19.4374	1	0	0	0
orf19.4375	1	0	0	0
orf19.4376	1	0	0	1
orf19.4377	1	0	0	0
orf19.4381	1	0	0	0
orf19.4382	1	0	0	0
orf19.4388	1	0	0	0
orf19.4396	1	0	0	0
orf19.441	1	0	0	0
orf19.4410	1	0	0	0
orf19.4414	1	0	0	0
orf19.4416	1	0	0	0
orf19.4424	1	0	0	1
orf19.4427	1	0	0	0
orf19.443	1	0	0	0
orf19.4435	1	0	0	0
orf19.444	1	0	0	0
orf19.4441	1	0	0	0
orf19.4443	1	0	0	0
orf19.4446	1	0	0	0
orf19.4447	1	0	0	0
orf19.4448	1	0	0	0
orf19.445	1	0	0	0
orf19.4451	1	0	0	0
orf19.4459	1	0	0	1
orf19.4461	1	0	0	0
orf19.4466	1	0	0	1
orf19.4471	1	0	0	1
orf19.4473	1	0	0	0
orf19.4475	1	0	1	1
orf19.4479	1	0	0	0
orf19.4491	1	0	0	0
orf19.4492	1	0	0	0
orf19.4494	1	0	0	0
orf19.4496	1	0	0	1
orf19.4497	1	0	0	0
orf19.4499	1	0	0	0
orf19.4506	1	0	0	0
orf19.4518	1	0	1	0
orf19.4519	1	0	1	0
orf19.4520	1	0	0	0
orf19.4524	1	1	1	1
orf19.4525	1	0	0	0
orf19.4526	1	0	0	0
orf19.4528	1	0	0	0
orf19.4534	1	0	0	0
orf19.4538	1	0	0	0
orf19.4542	1	0	0	0
orf19.4545	1	1	0	1
orf19.4546	1	0	0	0
orf19.4548	1	0	0	0
orf19.4551	1	0	0	0
orf19.4560	1	0	0	0
orf19.4563	1	0	0	0
orf19.4566	1	0	0	1
orf19.4569	1	0	0	1
orf19.457	1	0	0	0
orf19.4571	1	0	0	0
orf19.4573	1	1	1	1
orf19.4577	1	0	0	0
orf19.4579	1	0	0	0
orf19.4581	1	0	0	0
orf19.4582	1	0	0	0
orf19.4584	1	0	0	0
orf19.4585	1	0	0	0
orf19.4587	1	0	0	0
orf19.459	1	0	0	1
orf19.4592	1	0	0	1
orf19.4593	1	0	0	1
orf19.4594	1	0	0	0
orf19.4599	1	0	0	0
orf19.4601	1	0	0	0
orf19.4606	1	0	0	0
orf19.4608	1	0	0	0
orf19.4610	1	0	0	0
orf19.4612	1	0	0	0
orf19.4614	1	0	0	0
orf19.4616	1	0	0	0
orf19.4617	1	0	0	0
orf19.4618	1	0	0	0
orf19.4620	1	0	0	1
orf19.4624	1	0	0	0
orf19.4625	1	0	0	0
orf19.4626	1	0	0	0
orf19.4628	1	0	0	1
orf19.4629	1	0	0	0
orf19.4630	1	0	0	0
orf19.4631	1	0	0	0
orf19.4633	1	0	0	0
orf19.4635	1	0	0	0
orf19.4639	1	0	0	0
orf19.4640	1	0	0	1
orf19.4641	1	0	0	0
orf19.4650	1	0	0	0
orf19.4655	1	0	0	1
orf19.4658	1	0	1	1
orf19.4659	1	0	0	0
orf19.4668	1	0	1	0
orf19.4678	1	0	0	1
orf19.4679	1	0	0	0
orf19.4681	1	0	0	0
orf19.4686	1	0	0	0
orf19.4688	1	0	0	1
orf19.4697	1	0	0	0
orf19.4699	1	0	0	0
orf19.4701	1	0	0	0
orf19.4704	1	0	0	0
orf19.4705	1	0	0	0
orf19.4718	1	0	0	0
orf19.4722	1	1	0	0
orf19.4724	1	0	0	1
orf19.4725	1	0	0	0
orf19.4726	1	0	0	0
orf19.473	1	0	0	0
orf19.4730	1	0	0	0
orf19.4732	1	0	0	0
orf19.4735	1	0	0	0
orf19.4736	1	0	0	0
orf19.4737	1	0	0	0
orf19.474	1	0	0	0
orf19.4743	1	0	1	0
orf19.4746	1	0	1	0
orf19.4754	1	0	0	0
orf19.4755	1	0	0	1
orf19.4757	1	0	0	0
orf19.4758	1	0	0	1
orf19.4760	1	0	0	0
orf19.4761	1	0	0	0
orf19.4764	1	0	0	0
orf19.4766	1	1	1	0
orf19.4768	1	0	0	0
orf19.4769	1	0	0	0
orf19.4771	1	0	0	1
orf19.4772	1	0	0	1
orf19.4773	1	0	0	0
orf19.4775	1	0	0	0
orf19.4778	1	1	1	0
orf19.4779	1	0	0	0
orf19.478	1	0	0	0
orf19.4780	1	0	0	0
orf19.4781	1	0	0	0
orf19.4783	1	0	0	0
orf19.4788	1	0	0	0
orf19.4798	1	0	0	0
orf19.4799	1	0	0	0
orf19.4802	1	0	0	0
orf19.4804	1	0	0	1
orf19.4805	1	0	0	1
orf19.4807	1	0	0	0
orf19.4809	1	0	0	0
orf19.4813	1	0	0	0
orf19.4815	1	0	0	0
orf19.4816	1	0	0	0
orf19.4817	1	0	0	0
orf19.482	1	0	0	0
orf19.4821	1	0	0	1
orf19.4822	1	0	0	1
orf19.4823	1	0	1	1
orf19.4826	1	0	0	0
orf19.4827	1	0	0	0
orf19.4831	1	0	0	1
orf19.4833	1	0	0	0
orf19.4835	1	0	0	0
orf19.4836	1	0	0	0
orf19.4841	1	0	0	0
orf19.4843	1	0	0	1
orf19.4844	1	0	0	1
orf19.4845	1	0	0	1
orf19.4846	1	0	1	0
orf19.4849	1	0	0	0
orf19.485	1	0	0	0
orf19.4850	1	0	0	0
orf19.4851	1	0	0	0
orf19.4855	1	0	0	0
orf19.4856	1	0	0	1
orf19.4863	1	0	0	0
orf19.4866	1	0	1	1
orf19.487	1	0	0	0
orf19.4871	1	0	0	0
orf19.4874	1	0	0	0
orf19.488	1	0	0	0
orf19.4882	1	0	0	0
orf19.4884	1	0	1	0
orf19.4887	1	0	1	0
orf19.4889	1	0	0	0
orf19.4892	1	0	1	0
orf19.4897	1	0	0	0
orf19.4898	1	0	0	0
orf19.4899	1	0	0	0
orf19.4903	1	0	0	0
orf19.4905	1	0	0	1
orf19.4906	1	0	0	0
orf19.4907	1	0	0	0
orf19.491	1	0	0	0
orf19.4916	1	0	0	1
orf19.4921	1	0	0	0
orf19.4922	1	0	0	0
orf19.4923	1	0	0	0
orf19.4927	1	0	0	0
orf19.4928	1	0	0	0
orf19.4929	1	0	0	0
orf19.4930	1	0	0	0
orf19.4931	1	0	0	0
orf19.4932	1	0	0	0
orf19.4933	1	0	0	1
orf19.4937	1	0	0	0
orf19.4939	1	0	0	0
orf19.494	1	0	0	0
orf19.4940	1	0	0	0
orf19.4941	1	1	1	1
orf19.4943	1	0	0	0
orf19.4945	1	0	0	0
orf19.4950	1	0	0	0
orf19.4953	1	0	0	0
orf19.4956	1	0	0	0
orf19.4958	1	0	1	0
orf19.496	1	0	0	0
orf19.4961	1	1	1	0
orf19.4967	1	0	0	0
orf19.498	1	0	0	0
orf19.4981	1	0	1	0
orf19.4984	1	0	0	1
orf19.4985	1	0	0	0
orf19.4987	1	0	0	0
orf19.4993	1	0	0	1
orf19.500	1	0	0	0
orf19.5004	1	0	0	0
orf19.5005	1	0	0	0
orf19.5006	1	0	0	0
orf19.5008	1	0	0	0
orf19.501	1	0	0	0
orf19.5010	1	0	0	0
orf19.5013	1	0	0	0
orf19.5016	1	0	1	0
orf19.5023	1	0	1	0
orf19.5024	1	0	0	0
orf19.5025	1	0	0	0
orf19.5026	1	1	1	0
orf19.5027	1	0	0	0
orf19.5029	1	0	0	0
orf19.5031	1	0	0	0
orf19.5037	1	0	1	0
orf19.5038	1	0	0	0
orf19.5039	1	0	0	0
orf19.5043	1	0	0	0
orf19.5053	1	0	0	0
orf19.5058	1	0	0	0
orf19.5061	1	0	0	0
orf19.5064	1	0	0	0
orf19.5066	1	0	0	0
orf19.5067	1	0	0	0
orf19.5071	1	0	0	0
orf19.5073	1	0	0	0
orf19.5074	1	0	0	0
orf19.5076	1	0	0	0
orf19.5078	1	0	0	0
orf19.5079	1	0	0	0
orf19.5081	1	0	0	0
orf19.5085	1	0	0	0
orf19.5087	1	0	0	0
orf19.5090	1	0	0	0
orf19.5093	1	0	0	0
orf19.5098	1	0	0	0
orf19.51	1	0	0	0
orf19.5102	1	0	0	0
orf19.5103	1	0	0	0
orf19.5106	1	0	0	0
orf19.511	1	0	0	0
orf19.5117	1	0	0	0
orf19.5118	1	0	0	0
orf19.512	1	0	0	0
orf19.5130	1	0	0	1
orf19.5131	1	0	0	0
orf19.514	1	0	0	0
orf19.5143	1	0	0	0
orf19.5148	1	0	0	0
orf19.5156	1	0	0	0
orf19.5159	1	0	0	0
orf19.516	1	0	0	0
orf19.5160	1	0	0	0
orf19.5163	1	0	0	0
orf19.5164	1	0	0	0
orf19.5166	1	0	0	0
orf19.5168	1	0	0	0
orf19.517	1	1	0	0
orf19.5171	1	0	0	0
orf19.5174	1	0	0	0
orf19.5178	1	0	0	1
orf19.5182	1	0	0	0
orf19.5184	1	0	0	0
orf19.5188	1	0	0	0
orf19.5196	1	0	0	0
orf19.5198	1	0	0	0
orf19.52	1	0	0	0
orf19.5200	1	0	0	1
orf19.5205	1	0	0	0
orf19.5206	1	0	0	0
orf19.5213	1	0	0	0
orf19.5214	1	0	0	0
orf19.5220	1	0	0	0
orf19.5221	1	0	0	0
orf19.5224	1	0	1	1
orf19.5226	1	0	0	0
orf19.5228	1	0	0	0
orf19.5229	1	0	0	0
orf19.5232	1	0	0	0
orf19.5234	1	0	0	1
orf19.5238	1	0	0	0
orf19.524	1	0	0	1
orf19.5242	1	0	0	0
orf19.5243	1	0	0	0
orf19.5244	1	0	0	0
orf19.5250	1	0	0	0
orf19.5253	1	0	1	0
orf19.526	1	0	0	0
orf19.5260	1	0	0	0
orf19.5263	1	0	0	0
orf19.5265	1	0	0	0
orf19.5268	1	0	0	0
orf19.5270	1	0	0	0
orf19.5278	1	0	0	0
orf19.528	1	0	0	0
orf19.5280	1	0	0	0
orf19.5291	1	0	0	1
orf19.5292	1	0	1	0
orf19.5293	1	0	0	0
orf19.5294	1	0	0	0
orf19.5295	1	0	0	0
orf19.5297	1	0	0	0
orf19.5307	1	0	0	0
orf19.5323	1	0	0	0
orf19.5326	1	1	0	1
orf19.5337	1	0	1	0
orf19.5346	1	0	0	0
orf19.5351	1	0	0	0
orf19.5352	1	0	1	1
orf19.5356	1	0	0	0
orf19.5358	1	0	0	0
orf19.536	1	0	0	1
orf19.5360	1	0	0	0
orf19.5363	1	0	0	0
orf19.5364	1	0	0	0
orf19.5377	1	0	0	0
orf19.5378	1	0	0	0
orf19.5379	1	0	0	0
orf19.538	1	0	1	0
orf19.5383	1	0	0	0
orf19.5384	1	0	0	0
orf19.5391	1	0	0	0
orf19.5392	1	0	0	0
orf19.5393	1	0	0	0
orf19.5407	1	0	0	0
orf19.541	1	0	0	0
orf19.5411	1	0	0	0
orf19.5413	1	0	0	0
orf19.5416	1	0	0	0
orf19.5418	1	0	0	0
orf19.542	1	0	0	0
orf19.5425	1	0	0	0
orf19.5426	1	0	0	0
orf19.5432	1	0	0	0
orf19.5436	1	0	0	0
orf19.5437	1	0	0	0
orf19.544	1	0	0	0
orf19.5440	1	0	0	0
orf19.5444	1	0	0	0
orf19.5447	1	0	0	0
orf19.5455	1	0	0	0
orf19.5459	1	0	0	0
orf19.5463	1	0	0	0
orf19.5465	1	0	0	0
orf19.548	1	0	1	1
orf19.5480	1	0	0	0
orf19.5484	1	0	0	0
orf19.5486	1	0	0	0
orf19.5487	1	0	0	0
orf19.5492	1	0	0	0
orf19.5493	1	0	0	0
orf19.5495	1	0	1	0
orf19.5496	1	0	0	0
orf19.5498	1	1	1	0
orf19.5499	1	0	0	1
orf19.5505	1	0	0	0
orf19.5507	1	0	0	0
orf19.551	1	0	0	0
orf19.5513	1	0	0	0
orf19.5516	1	0	0	0
orf19.5517	1	0	0	0
orf19.5521	1	0	0	0
orf19.5526	1	0	0	0
orf19.5528	1	0	0	0
orf19.553	1	0	0	0
orf19.5530	1	0	0	0
orf19.5531	1	0	0	0
orf19.5532	1	0	0	0
orf19.5534	1	0	0	0
orf19.5535	1	0	0	0
orf19.5550	1	0	0	0
orf19.5551	1	0	0	0
orf19.5553	1	0	0	0
orf19.5567	1	0	0	0
orf19.5577	1	0	0	0
orf19.5592	1	0	0	0
orf19.5595	1	0	0	0
orf19.5597	1	0	0	0
orf19.56	1	0	0	0
orf19.5601	1	0	0	0
orf19.5604	1	0	0	0
orf19.5605	1	0	0	0
orf19.5608	1	0	0	0
orf19.5610	1	0	0	0
orf19.5611	1	0	0	0
orf19.5615	1	0	0	0
orf19.5623	1	0	0	0
orf19.5627	1	0	0	0
orf19.5628	1	0	0	0
orf19.5629	1	0	0	0
orf19.5630	1	0	0	0
orf19.5634	1	0	0	1
orf19.5639	1	0	0	0
orf19.5640	1	0	0	0
orf19.5641	1	0	0	0
orf19.5645	1	0	0	0
orf19.5646	1	0	0	0
orf19.5647	1	0	0	1
orf19.5650	1	0	0	0
orf19.5655	1	0	0	1
orf19.5656	1	0	0	0
orf19.5657	1	0	0	0
orf19.5658	1	0	0	0
orf19.5661	1	0	0	1
orf19.5662	1	0	0	1
orf19.5663	1	0	0	0
orf19.5664	1	0	1	0
orf19.5665	1	0	0	0
orf19.5667	1	0	0	0
orf19.567	1	0	0	0
orf19.5671	1	0	0	0
orf19.5672	1	0	0	0
orf19.5673	1	0	0	1
orf19.5676	1	0	0	0
orf19.5677	1	0	0	0
orf19.568	1	0	0	0
orf19.5680	1	0	0	0
orf19.5682	1	0	0	0
orf19.5685	1	0	0	0
orf19.5691	1	0	0	0
orf19.5692	1	0	0	0
orf19.5693	1	0	0	0
orf19.57	1	0	0	0
orf19.5702	1	0	0	0
orf19.5713	1	0	0	0
orf19.5720	1	0	0	0
orf19.5722	1	0	1	0
orf19.5727	1	0	0	0
orf19.5728	1	0	0	1
orf19.5729	1	1	1	1
orf19.5730	1	0	0	0
orf19.5732	1	0	0	0
orf19.5735	1	0	0	0
orf19.5746	1	0	0	0
orf19.5747	1	0	0	0
orf19.5749	1	0	0	0
orf19.5752	1	0	0	0
orf19.5755	1	0	0	0
orf19.5757	1	0	0	0
orf19.5759	1	0	1	1
orf19.5760	1	0	0	1
orf19.5765	1	0	0	0
orf19.577	1	0	0	0
orf19.5772	1	0	0	0
orf19.5777	1	0	0	0
orf19.5779	1	0	0	0
orf19.578	1	0	0	0
orf19.5780	1	0	0	0
orf19.5782	1	0	0	1
orf19.5784	1	0	0	0
orf19.5789	1	0	0	0
orf19.579	1	0	0	0
orf19.5793	1	0	0	0
orf19.5796	1	0	0	0
orf19.58	1	0	0	0
orf19.5801	1	0	0	0
orf19.5808	1	0	0	0
orf19.581	1	0	0	0
orf19.5812	1	0	0	0
orf19.5815	1	0	0	0
orf19.5816	1	0	0	0
orf19.5817	1	0	0	0
orf19.5818	1	0	0	0
orf19.5825	1	0	0	0
orf19.5826	1	0	0	0
orf19.5827	1	0	0	0
orf19.583	1	0	0	0
orf19.5832	1	0	0	0
orf19.5833	1	0	0	0
orf19.5835	1	0	0	0
orf19.5837	1	0	0	0
orf19.5838	1	0	0	0
orf19.5839	1	0	0	0
orf19.5846	1	0	0	0
orf19.5847	1	0	0	0
orf19.5849	1	1	1	0
orf19.585	1	0	0	0
orf19.5850	1	0	0	0
orf19.5858	1	0	0	0
orf19.5859	1	0	0	0
orf19.586	1	0	0	0
orf19.5861	1	0	0	0
orf19.5862	1	0	0	0
orf19.5865	1	0	0	0
orf19.5869	1	0	0	0
orf19.5873	1	0	0	0
orf19.5884	1	0	0	0
orf19.5885	1	0	0	0
orf19.5887	1	0	1	0
orf19.5894	1	0	0	0
orf19.5895	1	0	0	0
orf19.59	1	0	1	0
orf19.5901	1	0	1	0
orf19.5903	1	0	0	1
orf19.5906	1	0	0	0
orf19.5912	1	0	0	0
orf19.5915	1	0	0	1
orf19.5917	1	1	1	0
orf19.5919	1	0	0	0
orf19.592	1	0	0	0
orf19.5921	1	0	0	0
orf19.5924	1	1	1	0
orf19.5925	1	0	0	0
orf19.5926	1	0	0	0
orf19.5932	1	0	0	0
orf19.5934	1	0	0	0
orf19.5947	1	0	0	0
orf19.5949	1	0	0	0
orf19.5953	1	0	1	0
orf19.5959	1	0	0	0
orf19.596	1	0	0	0
orf19.5963	1	0	0	0
orf19.5964	1	0	0	0
orf19.5966	1	0	0	0
orf19.5970	1	0	0	0
orf19.5971	1	0	0	0
orf19.5978	1	0	0	0
orf19.5986	1	0	0	0
orf19.5991	1	0	0	0
orf19.5994	1	0	0	1
orf19.600	1	0	0	0
orf19.6000	1	0	1	0
orf19.6007	1	0	0	0
orf19.6010	1	0	0	0
orf19.6011	1	0	1	1
orf19.6012	1	0	0	0
orf19.6014	1	0	0	0
orf19.6020	1	0	0	0
orf19.6025	1	0	0	0
orf19.6026	1	0	0	0
orf19.6029	1	0	0	0
orf19.603	1	0	0	0
orf19.6034	1	0	0	0
orf19.6035	1	0	0	1
orf19.6039	1	0	0	0
orf19.604	1	0	0	0
orf19.6041	1	0	0	0
orf19.6043	1	0	0	0
orf19.6044	1	0	0	0
orf19.6045	1	0	0	0
orf19.6046	1	0	0	0
orf19.6052	1	0	0	0
orf19.6055	1	0	0	0
orf19.6057	1	0	0	0
orf19.6058	1	0	0	0
orf19.6059	1	0	0	0
orf19.606	1	0	0	0
orf19.6060	1	0	0	0
orf19.6061	1	0	0	0
orf19.6063	1	0	0	0
orf19.6068	1	0	0	0
orf19.607	1	0	0	0
orf19.6070	1	0	0	0
orf19.6071	1	0	0	0
orf19.6074	1	0	0	0
orf19.6075	1	0	0	0
orf19.6081	1	0	0	0
orf19.6082	1	0	0	0
orf19.6086	1	0	0	0
orf19.6091	1	0	0	0
orf19.6094	1	0	0	0
orf19.6096	1	0	0	0
orf19.6099	1	0	0	0
orf19.6105	1	0	0	0
orf19.612	1	0	0	0
orf19.6127	1	0	0	0
orf19.6131	1	0	0	0
orf19.6133	1	0	0	0
orf19.6135	1	0	0	0
orf19.6138	1	0	0	0
orf19.6143	1	0	0	1
orf19.6151	1	0	0	0
orf19.6152	1	0	0	0
orf19.6155	1	0	0	0
orf19.6163	1	0	0	0
orf19.6165	1	0	0	0
orf19.6166	1	0	0	0
orf19.6167	1	0	0	0
orf19.6168	1	0	0	0
orf19.6169	1	0	0	0
orf19.6171	1	0	0	0
orf19.6175	1	0	0	0
orf19.6176	1	0	0	0
orf19.6178	1	0	0	0
orf19.6185	1	0	1	0
orf19.6190	1	0	0	1
orf19.6193	1	0	0	0
orf19.6195	1	0	0	0
orf19.6199	1	0	0	0
orf19.6200	1	0	0	0
orf19.6202	1	0	0	1
orf19.6213	1	0	0	0
orf19.6214	1	0	1	0
orf19.6217	1	0	0	0
orf19.6224	1	0	0	0
orf19.6225	1	0	0	0
orf19.6230	1	0	0	0
orf19.6233	1	0	0	0
orf19.6234	1	0	0	0
orf19.6237	1	0	0	0
orf19.6239	1	0	0	1
orf19.6252	1	0	0	0
orf19.6259	1	0	0	0
orf19.6263	1	0	0	0
orf19.6271	1	0	0	0
orf19.6284	1	0	0	0
orf19.6287	1	0	0	0
orf19.6294	1	0	0	0
orf19.6297	1	0	0	0
orf19.6305	1	0	0	0
orf19.6306	1	0	0	0
orf19.6312	1	0	0	0
orf19.6314	1	0	0	0
orf19.6316	1	0	0	0
orf19.6322	1	0	0	0
orf19.6323	1	0	0	0
orf19.6324	1	0	0	1
orf19.6327	1	0	0	1
orf19.6328	1	0	0	0
orf19.633	1	0	0	0
orf19.6340	1	0	0	0
orf19.6341	1	0	0	0
orf19.6344	1	0	1	0
orf19.6345	1	0	0	0
orf19.6346	1	0	0	0
orf19.6348	1	0	0	1
orf19.635	1	0	0	0
orf19.6355	1	0	0	0
orf19.6356	1	0	0	0
orf19.6358	1	0	1	1
orf19.6364	1	0	0	0
orf19.6369	1	0	1	0
orf19.6373	1	0	0	0
orf19.6375	1	0	0	0
orf19.6382	1	0	0	0
orf19.6385	1	0	0	0
orf19.639	1	0	0	0
orf19.6398	1	0	0	0
orf19.640	1	0	0	0
orf19.6407	1	0	1	0
orf19.641	1	0	0	1
orf19.6417	1	0	0	1
orf19.642	1	0	0	0
orf19.6422	1	0	0	0
orf19.6424	1	0	0	0
orf19.6425	1	0	0	0
orf19.6432	1	0	0	0
orf19.6437	1	0	0	0
orf19.6438	1	0	0	0
orf19.644	1	0	0	0
orf19.6444	1	0	0	0
orf19.6449	1	0	0	1
orf19.645	1	0	0	0
orf19.6455	1	0	0	0
orf19.6459	1	0	0	0
orf19.6460	1	0	0	0
orf19.6463	1	0	0	0
orf19.6464	1	0	0	0
orf19.6477	1	0	0	0
orf19.6479	1	0	0	0
orf19.6489	1	0	0	0
orf19.6498	1	0	0	0
orf19.6502	1	0	0	1
orf19.6508	1	0	0	0
orf19.651	1	0	0	0
