gene	GRACE	Homann	Mitchell	Noble
orf19.6511	1	0	0	0
orf19.6512	1	0	0	0
orf19.6515	1	0	0	0
orf19.652	1	0	0	0
orf19.6522	1	0	0	0
orf19.6524	1	0	0	0
orf19.6529	1	0	0	0
orf19.6531	1	0	0	0
orf19.6533	1	0	0	0
orf19.6536	1	0	0	0
orf19.6537	1	0	0	0
orf19.6538	1	0	0	0
orf19.6539	1	0	0	0
orf19.6541	1	0	0	0
orf19.6544	1	0	0	0
orf19.6551	1	0	0	0
orf19.6558	1	0	0	0
orf19.6559	1	0	0	0
orf19.656	1	0	0	0
orf19.6561	1	0	0	0
orf19.6562	1	0	0	0
orf19.6568	1	0	0	0
orf19.6569	1	0	0	0
orf19.6570	1	0	0	0
orf19.6577	1	0	0	0
orf19.6578	1	0	0	1
orf19.658	1	0	1	0
orf19.6584	1	0	0	0
orf19.6586	1	0	0	0
orf19.6592	1	0	0	1
orf19.6595	1	0	0	0
orf19.6596	1	0	0	0
orf19.6598	1	0	0	0
orf19.6602	1	0	0	0
orf19.6606	1	0	0	1
orf19.661	1	0	0	0
orf19.6610	1	0	0	0
orf19.6640	1	0	1	0
orf19.6642	1	0	0	0
orf19.6643	1	0	0	0
orf19.6648	1	0	0	0
orf19.6649	1	0	0	0
orf19.665	1	0	0	0
orf19.6652	1	0	0	0
orf19.6653	1	0	0	1
orf19.6659	1	0	0	0
orf19.6660	1	0	0	1
orf19.667	1	0	0	0
orf19.668	1	0	1	0
orf19.6680	1	1	0	1
orf19.6681	1	0	0	1
orf19.6685	1	0	0	0
orf19.669	1	0	0	1
orf19.6696	1	0	0	0
orf19.6699	1	0	0	0
orf19.670	1	0	0	0
orf19.6701	1	0	0	0
orf19.6702	1	0	0	0
orf19.6705	1	0	0	0
orf19.6707	1	0	0	0
orf19.671	1	0	0	0
orf19.6716	1	0	0	1
orf19.6717	1	0	0	0
orf19.6719	1	0	0	0
orf19.672	1	0	0	0
orf19.6727	1	0	0	0
orf19.673	1	0	0	0
orf19.6730	1	0	0	0
orf19.6736	1	0	0	1
orf19.6738	1	0	0	1
orf19.674	1	0	0	0
orf19.6740	1	0	0	0
orf19.6742	1	0	0	0
orf19.6744	1	0	0	0
orf19.6747	1	0	0	0
orf19.6749	1	0	0	0
orf19.6756	1	0	0	0
orf19.6766	1	0	0	0
orf19.677	1	0	0	0
orf19.6772	1	0	0	1
orf19.6776	1	0	0	0
orf19.6783	1	0	0	0
orf19.6794	1	0	0	0
orf19.680	1	0	0	0
orf19.6801	1	0	0	0
orf19.6804	1	0	0	0
orf19.6809	1	0	0	0
orf19.681	1	1	1	0
orf19.6818	1	0	0	0
orf19.6820	1	0	0	0
orf19.6821	1	0	0	0
orf19.6828	1	0	0	0
orf19.6830	1	0	0	0
orf19.6832	1	0	0	0
orf19.684	1	0	0	0
orf19.6844	1	0	0	0
orf19.6847	1	0	0	0
orf19.6848	1	0	1	0
orf19.685	1	0	1	0
orf19.6851	1	0	0	0
orf19.6858	1	0	0	0
orf19.6860	1	0	0	0
orf19.6861	1	0	0	0
orf19.6862	1	0	0	0
orf19.6863	1	0	0	0
orf19.6868	1	0	0	0
orf19.6869	1	0	0	0
orf19.6875	1	0	0	0
orf19.6877	1	0	0	0
orf19.6879	1	0	0	0
orf19.688	1	0	0	0
orf19.6880	1	0	0	0
orf19.6881	1	0	0	0
orf19.6882	1	0	0	0
orf19.6884	1	0	0	0
orf19.6885	1	0	0	0
orf19.6886	1	0	0	0
orf19.6889	1	0	1	0
orf19.689	1	0	0	0
orf19.6891	1	0	0	0
orf19.6898	1	0	0	0
orf19.6899	1	0	0	1
orf19.690	1	0	1	0
orf19.6900	1	0	0	0
orf19.6901	1	0	0	0
orf19.6903	1	0	0	0
orf19.6904	1	0	1	0
orf19.6905	1	0	0	0
orf19.6908	1	0	0	0
orf19.6909	1	0	0	0
orf19.691	1	0	0	1
orf19.6910	1	0	0	0
orf19.6912	1	0	0	0
orf19.6913	1	0	1	0
orf19.6915	1	0	0	0
orf19.6916	1	0	0	0
orf19.6917	1	0	0	0
orf19.6923	1	0	0	0
orf19.6925	1	0	0	0
orf19.6926	1	0	0	0
orf19.6928	1	0	0	1
orf19.6931	1	0	0	0
orf19.6933	1	0	0	0
orf19.6936	1	0	0	0
orf19.6942	1	0	0	0
orf19.6952	1	0	1	0
orf19.6955	1	0	0	0
orf19.6956	1	0	0	0
orf19.696	1	0	0	1
orf19.6977	1	0	0	0
orf19.698	1	0	0	1
orf19.6981	1	0	0	0
orf19.6984	1	0	0	0
orf19.6986	1	0	0	0
orf19.6988	1	0	0	0
orf19.6990	1	0	0	1
orf19.6992	1	0	0	0
orf19.6993	1	0	0	0
orf19.6994	1	0	0	0
orf19.6995	1	0	0	0
orf19.700	1	0	0	0
orf19.7002	1	0	0	0
orf19.701	1	0	0	1
orf19.7010	1	0	0	0
orf19.7011	1	0	0	0
orf19.7016	1	0	1	0
orf19.7017	1	1	1	1
orf19.7019	1	0	0	0
orf19.7029	1	0	0	0
orf19.703	1	0	0	0
orf19.7033	1	0	0	1
orf19.7035	1	0	0	0
orf19.7037	1	0	0	0
orf19.7038	1	0	0	0
orf19.7041	1	0	0	0
orf19.7050	1	0	0	0
orf19.7056	1	0	0	0
orf19.7057	1	0	0	0
orf19.706	1	0	0	0
orf19.7061	1	0	0	0
orf19.7062	1	0	0	0
orf19.7064	1	0	0	0
orf19.7069	1	0	0	0
orf19.7071	1	0	0	1
orf19.7072	1	0	0	1
orf19.7073	1	0	0	0
orf19.7074	1	0	0	0
orf19.7077	1	0	0	0
orf19.708	1	0	0	0
orf19.7081	1	0	0	1
orf19.7083	1	0	0	0
orf19.7088	1	0	0	0
orf19.709	1	0	0	0
orf19.7091	1	0	0	0
orf19.7092	1	0	0	0
orf19.7095	1	0	0	0
orf19.7096	1	0	0	1
orf19.7098	1	0	1	1
orf19.7101	1	0	0	0
orf19.7105	1	0	0	1
orf19.7107	1	0	0	0
orf19.7111	1	0	0	0
orf19.7112	1	0	0	1
orf19.7115	1	0	0	1
orf19.7119	1	0	0	0
orf19.7124	1	0	0	0
orf19.7128	1	0	0	0
orf19.713	1	0	0	0
orf19.7136	1	0	0	0
orf19.7140	1	0	0	0
orf19.7141	1	0	0	0
orf19.7150	1	1	0	1
orf19.7152	1	0	0	0
orf19.7154	1	0	0	0
orf19.7156	1	0	0	0
orf19.7158	1	0	0	0
orf19.7161	1	0	0	0
orf19.717	1	0	0	0
orf19.7176	1	0	0	0
orf19.7178	1	0	0	0
orf19.718	1	0	0	0
orf19.7184	1	0	0	0
orf19.7188	1	0	0	0
orf19.719	1	0	1	0
orf19.7197	1	0	0	0
orf19.720	1	0	0	0
orf19.721	1	0	0	0
orf19.7213	1	0	0	0
orf19.7215	1	0	0	0
orf19.7218	1	0	1	1
orf19.7219	1	0	0	0
orf19.7222	1	0	0	0
orf19.7227	1	0	0	0
orf19.723	1	1	1	1
orf19.7231	1	0	0	0
orf19.7232	1	0	0	0
orf19.7234	1	0	0	0
orf19.7236	1	0	0	0
orf19.7237	1	0	0	0
orf19.7238	1	0	0	0
orf19.7243	1	0	0	0
orf19.7245	1	0	0	0
orf19.7247	1	1	1	1
orf19.7255	1	0	0	0
orf19.7256	1	0	0	0
orf19.7257	1	0	0	0
orf19.7261	1	0	0	0
orf19.7264	1	0	0	0
orf19.7265	1	0	0	0
orf19.7269	1	0	0	0
orf19.728	1	0	0	1
orf19.7281	1	0	1	1
orf19.7285	1	0	0	0
orf19.7286	1	0	0	0
orf19.7291	1	0	1	0
orf19.7293	1	0	0	0
orf19.7296	1	0	0	0
orf19.7298	1	0	0	0
orf19.7306	1	0	0	0
orf19.7307	1	0	0	0
orf19.7308	1	0	0	0
orf19.7310	1	0	0	1
orf19.7312	1	0	0	0
orf19.7313	1	0	0	1
orf19.7314	1	0	0	1
orf19.7319	1	1	1	0
orf19.732	1	0	0	0
orf19.7320	1	0	0	1
orf19.7322	1	0	0	0
orf19.7324	1	0	1	0
orf19.7327	1	0	0	0
orf19.733	1	0	0	0
orf19.7330	1	0	0	1
orf19.7331	1	0	0	0
orf19.7332	1	0	0	0
orf19.7335	1	0	0	0
orf19.7336	1	0	0	0
orf19.7337	1	0	0	0
orf19.7339	1	0	1	0
orf19.734	1	0	0	0
orf19.7343	1	0	0	0
orf19.7355	1	0	1	0
orf19.7358	1	0	0	0
orf19.7359	1	1	1	1
orf19.7361	1	0	0	0
orf19.7363	1	0	1	0
orf19.7364	1	0	0	0
orf19.7367	1	0	0	0
orf19.7369	1	0	0	0
orf19.7370	1	0	0	1
orf19.7377	1	0	0	0
orf19.7382	1	0	0	0
orf19.7383	1	0	1	0
orf19.7384	1	0	0	0
orf19.7385	1	0	1	0
orf19.7386	1	0	0	0
orf19.7388	1	0	1	1
orf19.7390	1	0	0	0
orf19.7391	1	0	0	1
orf19.7392	1	0	0	0
orf19.7396	1	0	0	0
orf19.7397	1	0	1	1
orf19.7403	1	0	0	0
orf19.7404	1	0	0	0
orf19.7412	1	0	1	0
orf19.7413	1	0	0	0
orf19.742	1	0	0	0
orf19.7427	1	0	0	0
orf19.7428	1	0	0	0
orf19.7433	1	0	0	0
orf19.7437	1	0	0	0
orf19.7438	1	0	0	0
orf19.744	1	0	0	0
orf19.7440	1	0	0	0
orf19.7441	1	0	0	0
orf19.7444	1	0	0	0
orf19.7447	1	0	1	0
orf19.7448	1	0	0	0
orf19.7449	1	0	0	0
orf19.7454	1	0	0	0
orf19.7459	1	0	0	0
orf19.7460	1	0	0	0
orf19.7463	1	0	0	0
orf19.7464	1	0	0	0
orf19.747	1	0	0	0
orf19.7475	1	0	0	1
orf19.7477	1	0	0	0
orf19.7478	1	0	0	0
orf19.7479	1	0	1	0
orf19.7483	1	0	0	0
orf19.7484	1	0	0	0
orf19.7486	1	0	0	0
orf19.7488	1	0	0	0
orf19.7490	1	0	0	0
orf19.7492	1	0	0	0
orf19.7495	1	0	0	0
orf19.7503	1	0	1	1
orf19.7511	1	0	0	0
orf19.7512	1	0	0	0
orf19.7513	1	0	0	0
orf19.7514	1	0	0	0
orf19.7516	1	0	0	1
orf19.7517	1	0	1	0
orf19.7518	1	1	1	0
orf19.752	1	0	0	0
orf19.7520	1	0	0	0
orf19.7522	1	0	0	0
orf19.7523	1	0	1	1
orf19.7529	1	0	0	0
orf19.754	1	0	0	0
orf19.7548	1	0	0	0
orf19.7551	1	0	0	0
orf19.7552	1	0	0	0
orf19.756	1	0	0	1
orf19.7561	1	0	0	0
orf19.7563	1	0	0	0
orf19.7565	1	0	0	0
orf19.7566	1	0	0	0
orf19.7567	1	0	0	0
orf19.7568	1	0	0	0
orf19.7569	1	0	0	0
orf19.757	1	0	1	1
orf19.7572	1	0	1	0
orf19.7577	1	0	0	0
orf19.758	1	0	0	0
orf19.7581	1	0	0	0
orf19.7585	1	0	1	0
orf19.759	1	0	0	0
orf19.7590	1	0	0	1
orf19.7594	1	0	0	0
orf19.7596	1	0	0	0
orf19.7597	1	0	0	0
orf19.7598	1	0	0	0
orf19.7599	1	0	0	0
orf19.76	1	0	0	1
orf19.7604	1	0	0	0
orf19.7605	1	0	0	0
orf19.7611	1	0	0	0
orf19.7615	1	0	0	0
orf19.7618	1	0	0	0
orf19.7619	1	0	0	0
orf19.7620	1	0	0	0
orf19.7624	1	0	0	0
orf19.7626	1	0	0	0
orf19.7629	1	0	0	0
orf19.763	1	0	0	0
orf19.7631	1	0	0	0
orf19.7634	1	0	0	0
orf19.7635	1	0	0	0
orf19.7637	1	0	0	0
orf19.7638	1	0	0	0
orf19.764	1	0	0	1
orf19.7644	1	0	0	0
orf19.7645	1	0	0	1
orf19.7650	1	0	0	0
orf19.7655	1	0	0	0
orf19.7657	1	0	0	0
orf19.7658	1	0	0	0
orf19.7661	1	0	0	0
orf19.7666	1	0	0	0
orf19.7668	1	0	0	1
orf19.767	1	0	0	0
orf19.7673	1	0	0	0
orf19.7678	1	0	0	0
orf19.769	1	0	1	0
orf19.778	1	0	0	0
orf19.781	1	0	0	0
orf19.782	1	0	0	1
orf19.785	1	0	0	0
orf19.789	1	0	0	0
orf19.793	1	0	0	0
orf19.795	1	0	0	0
orf19.796	1	0	0	0
orf19.799	1	0	0	0
orf19.801	1	0	0	0
orf19.804	1	0	0	0
orf19.805	1	0	0	0
orf19.807	1	0	1	1
orf19.809	1	0	0	0
orf19.811	1	0	1	0
orf19.814	1	0	1	0
orf19.819	1	0	0	0
orf19.825	1	0	0	0
orf19.829	1	0	1	0
orf19.831	1	0	0	0
orf19.832	1	0	0	0
orf19.835	1	0	1	0
orf19.837	1	1	0	0
orf19.841	1	0	0	0
orf19.843	1	0	0	1
orf19.847	1	0	0	0
orf19.850	1	0	0	0
orf19.851	1	0	0	0
orf19.857	1	0	0	0
orf19.863	1	0	0	0
orf19.864	1	0	0	0
orf19.866	1	0	0	0
orf19.873	1	0	0	0
orf19.878	1	0	1	0
orf19.88	1	0	0	0
orf19.886	1	0	0	0
orf19.889	1	0	1	0
orf19.895	1	0	1	1
orf19.896	1	0	1	1
orf19.897	1	0	0	0
orf19.898	1	0	0	0
orf19.900	1	0	0	0
orf19.903	1	0	0	0
orf19.906	1	0	0	0
orf19.908	1	0	0	0
orf19.910	1	0	0	0
orf19.916	1	0	0	0
orf19.922	1	0	0	0
orf19.923	1	0	1	0
orf19.927	1	0	0	0
orf19.930	1	0	0	0
orf19.936	1	0	0	1
orf19.941	1	0	0	0
orf19.942	1	0	0	1
orf19.943	1	0	0	0
orf19.944	1	0	0	0
orf19.947	1	0	0	0
orf19.955	1	0	0	0
orf19.956	1	0	0	0
orf19.964	1	0	0	0
orf19.968	1	0	0	0
orf19.969	1	0	0	0
orf19.97	1	0	0	0
orf19.972	1	0	0	0
orf19.978	1	0	0	0
orf19.979	1	0	0	0
orf19.983	1	0	0	0
orf19.984	1	0	0	0
orf19.986	1	0	0	0
orf19.988	1	0	0	0
orf19.989	1	0	0	0
orf19.99	1	0	0	0
orf19.991	1	0	0	0
orf6.2225	1	0	0	0
orf6.2938	1	0	0	0
orf19.1032	0	1	1	0
orf19.1035	0	1	1	0
orf19.1150	0	1	0	0
orf19.1168	0	1	0	0
orf19.1187	0	1	1	1
orf19.1227	0	1	0	0
orf19.1228	0	1	0	0
orf19.1253	0	1	1	0
orf19.1255	0	1	1	0
orf19.1274	0	1	0	0
orf19.1496	0	1	1	0
orf19.1497	0	1	1	1
orf19.1499	0	1	1	0
orf19.1543	0	1	1	0
orf19.1577	0	1	1	0
orf19.1623	0	1	0	0
orf19.1685	0	1	1	0
orf19.1718	0	1	1	0
orf19.173	0	1	1	1
orf19.1757	0	1	0	0
orf19.1926	0	1	0	0
orf19.1973	0	1	1	0
orf19.2054	0	1	1	0
orf19.2088	0	1	0	0
orf19.2119	0	1	0	0
orf19.217	0	1	1	1
orf19.2315	0	1	1	0
orf19.2356	0	1	1	0
orf19.2476	0	1	1	0
orf19.255	0	1	1	1
orf19.2612	0	1	1	1
orf19.2646	0	1	0	0
orf19.2647	0	1	1	0
orf19.2730	0	1	0	0
orf19.2743	0	1	0	0
orf19.2745	0	1	1	0
orf19.2748	0	1	1	0
orf19.2808	0	1	1	0
orf19.3063	0	1	0	0
orf19.3127	0	1	1	0
orf19.3182	0	1	0	1
orf19.3187	0	1	1	1
orf19.3188	0	1	1	0
orf19.3190	0	1	1	0
orf19.3193	0	1	1	0
orf19.3252	0	1	1	0
orf19.3305	0	1	1	0
orf19.3625	0	1	0	0
orf19.3753	0	1	1	1
orf19.3794	0	1	0	1
orf19.3809	0	1	1	0
orf19.3865	0	1	0	0
orf19.3876	0	1	1	0
orf19.391	0	1	1	0
orf19.3928	0	1	0	1
orf19.3969	0	1	1	0
orf19.4056	0	1	0	1
orf19.4145	0	1	1	0
orf19.4166	0	1	1	0
orf19.4225	0	1	1	0
orf19.4251	0	1	0	0
orf19.431	0	1	1	1
orf19.4438	0	1	0	0
orf19.4450	0	1	1	0
orf19.454	0	1	0	0
orf19.4568	0	1	1	0
orf19.4647	0	1	0	0
orf19.4649	0	1	1	1
orf19.4662	0	1	1	0
orf19.4670	0	1	0	1
orf19.4752	0	1	0	0
orf19.4767	0	1	1	0
orf19.4776	0	1	1	0
orf19.4853	0	1	0	0
orf19.4869	0	1	1	1
orf19.4972	0	1	1	1
orf19.4998	0	1	0	0
orf19.5001	0	1	1	1
orf19.5097	0	1	0	0
orf19.5133	0	1	1	0
orf19.5249	0	1	0	0
orf19.5251	0	1	1	1
orf19.5338	0	1	1	1
orf19.5343	0	1	0	0
orf19.5380	0	1	0	0
orf19.5548	0	1	1	0
orf19.5558	0	1	0	0
orf19.5651	0	1	1	1
orf19.5855	0	1	0	1
orf19.5908	0	1	1	0
orf19.5910	0	1	0	0
orf19.5940	0	1	1	1
orf19.5975	0	1	1	1
orf19.5992	0	1	0	1
orf19.6038	0	1	1	1
orf19.610	0	1	1	0
orf19.6102	0	1	1	0
orf19.6109	0	1	1	0
orf19.6121	0	1	1	0
orf19.6124	0	1	1	1
orf19.6182	0	1	1	1
orf19.6514	0	1	0	1
orf19.6781	0	1	1	0
orf19.6798	0	1	0	0
orf19.6817	0	1	1	1
orf19.6824	0	1	1	0
orf19.6874	0	1	0	1
orf19.6888	0	1	0	0
orf19.6985	0	1	1	1
orf19.7068	0	1	0	0
orf19.7317	0	1	1	0
orf19.7371	0	1	1	0
orf19.7372	0	1	1	0
orf19.7374	0	1	1	1
orf19.7381	0	1	1	1
orf19.7401	0	1	1	0
orf19.7436	0	1	0	1
orf19.7570	0	1	0	0
orf19.7583	0	1	1	0
orf19.909	0	1	1	0
orf19.921	0	1	0	0
orf19.971	0	1	1	0
19.769	0	0	1	0
orf19.10012	0	0	1	0
orf19.1005	0	0	1	0
orf19.1007	0	0	1	0
orf19.10169	0	0	1	0
orf19.10240	0	0	1	0
orf19.10244	0	0	1	0
orf19.10248	0	0	1	0
orf19.10254	0	0	1	0
orf19.10261	0	0	1	0
orf19.10266	0	0	1	0
orf19.10326	0	0	1	0
orf19.10359	0	0	1	0
orf19.10487	0	0	1	0
orf19.10489	0	0	1	0
orf19.10530	0	0	1	0
orf19.10553	0	0	1	0
orf19.10701	0	0	1	0
orf19.10742	0	0	1	0
orf19.10841	0	0	1	1
orf19.10882	0	0	1	0
orf19.10938	0	0	1	0
orf19.10949	0	0	1	0
orf19.10953	0	0	1	0
orf19.10995	0	0	1	0
orf19.10999	0	0	1	0
orf19.11156	0	0	1	0
orf19.11346	0	0	1	0
orf19.1135	0	0	1	0
orf19.11357	0	0	1	0
orf19.1141	0	0	1	0
orf19.11450	0	0	1	0
orf19.11484	0	0	1	0
orf19.11546	0	0	1	0
orf19.11580	0	0	1	0
orf19.11598	0	0	1	0
orf19.11659	0	0	1	0
orf19.11700	0	0	1	0
orf19.1178	0	0	1	0
orf19.11834	0	0	1	0
orf19.1196	0	0	1	0
orf19.11973	0	0	1	0
orf19.12035	0	0	1	0
orf19.1217	0	0	1	0
orf19.12185	0	0	1	0
orf19.12189	0	0	1	0
orf19.1219	0	0	1	1
orf19.12198	0	0	1	0
orf19.12215	0	0	1	0
orf19.12238	0	0	1	0
orf19.12265	0	0	1	0
orf19.12276	0	0	1	0
orf19.12307	0	0	1	0
orf19.12344	0	0	1	0
orf19.12351	0	0	1	0
orf19.12458	0	0	1	0
orf19.12465	0	0	1	0
orf19.1252	0	0	1	0
orf19.12573	0	0	1	0
orf19.1259	0	0	1	0
orf19.12598	0	0	1	0
orf19.12603	0	0	1	0
orf19.12706	0	0	1	0
orf19.12732	0	0	1	0
orf19.1276	0	0	1	1
orf19.1277	0	0	1	0
orf19.12786	0	0	1	0
orf19.12794	0	0	1	0
orf19.12803	0	0	1	0
orf19.12832	0	0	1	0
orf19.12854	0	0	1	0
orf19.12893	0	0	1	0
orf19.12900	0	0	1	0
orf19.12953	0	0	1	0
orf19.1298	0	0	1	0
orf19.12983	0	0	1	0
orf19.12998	0	0	1	0
orf19.130	0	0	1	0
orf19.13003	0	0	1	0
orf19.13026	0	0	1	0
orf19.13080	0	0	1	0
orf19.13103	0	0	1	0
orf19.13111	0	0	1	0
orf19.1314	0	0	1	1
orf19.13156	0	0	1	0
orf19.1321	0	0	1	0
orf19.1327	0	0	1	0
orf19.13277	0	0	1	0
orf19.1331	0	0	1	0
orf19.13331	0	0	1	0
orf19.13396	0	0	1	0
orf19.13459	0	0	1	0
orf19.13461	0	0	1	0
orf19.13474	0	0	1	0
orf19.13494	0	0	1	0
orf19.1358	0	0	1	0
orf19.13584	0	0	1	0
orf19.13607	0	0	1	0
orf19.13655	0	0	1	0
orf19.13704	0	0	1	0
orf19.13772	0	0	1	0
orf19.138	0	0	1	1
orf19.13923	0	0	1	0
orf19.13950	0	0	1	0
orf19.14004	0	0	1	0
orf19.14005	0	0	1	0
orf19.1401	0	0	1	0
orf19.14046	0	0	1	0
orf19.14065	0	0	1	0
orf19.1409	0	0	1	0
orf19.14093	0	0	1	0
orf19.14139	0	0	1	0
orf19.14148	0	0	1	0
orf19.14177	0	0	1	0
orf19.14178	0	0	1	0
orf19.14185	0	0	1	0
orf19.14215	0	0	1	0
orf19.1464	0	0	1	0
orf19.1476	0	0	1	0
orf19.1510	0	0	1	1
orf19.1516	0	0	1	0
orf19.1524	0	0	1	0
orf19.1563	0	0	1	0
orf19.1565	0	0	1	0
orf19.1567	0	0	1	1
orf19.1593	0	0	1	0
orf19.1628	0	0	1	0
orf19.1669	0	0	1	0
orf19.1694	0	0	1	0
orf19.1714	0	0	1	0
orf19.1729	0	0	1	0
orf19.1759	0	0	1	0
orf19.1779	0	0	1	0
orf19.1813	0	0	1	0
orf19.1825	0	0	1	0
orf19.1826	0	0	1	0
orf19.1874	0	0	1	0
orf19.1907	0	0	1	0
orf19.1930	0	0	1	0
orf19.1957	0	0	1	0
orf19.1969	0	0	1	0
orf19.1971	0	0	1	0
orf19.2012	0	0	1	0
orf19.2033	0	0	1	0
orf19.2061	0	0	1	0
orf19.2087	0	0	1	0
orf19.2097	0	0	1	0
orf19.2102	0	0	1	0
orf19.2208	0	0	1	0
orf19.2222	0	0	1	0
orf19.2225	0	0	1	0
orf19.223	0	0	1	0
orf19.2237	0	0	1	0
orf19.226	0	0	1	0
orf19.2268	0	0	1	0
orf19.2270	0	0	1	0
orf19.2277	0	0	1	0
orf19.228	0	0	1	0
orf19.2296	0	0	1	0
orf19.2331	0	0	1	0
orf19.2332	0	0	1	0
orf19.2336	0	0	1	0
orf19.2348	0	0	1	0
orf19.2392	0	0	1	0
orf19.2393	0	0	1	0
orf19.2395	0	0	1	0
orf19.2399	0	0	1	0
orf19.242	0	0	1	1
orf19.248	0	0	1	0
orf19.2508	0	0	1	0
orf19.251	0	0	1	0
orf19.2540	0	0	1	0
orf19.259	0	0	1	0
orf19.2605	0	0	1	1
orf19.2613	0	0	1	1
orf19.2623	0	0	1	0
orf19.2674	0	0	1	0
orf19.271	0	0	1	0
orf19.2723	0	0	1	0
orf19.2752	0	0	1	1
orf19.2763	0	0	1	0
orf19.2765	0	0	1	0
orf19.2823	0	0	1	0
orf19.2901	0	0	1	0
orf19.2910	0	0	1	0
orf19.2938	0	0	1	0
orf19.2963	0	0	1	0
orf19.3009	0	0	1	0
orf19.3014	0	0	1	0
orf19.3018	0	0	1	0
orf19.3088	0	0	1	0
orf19.3125	0	0	1	0
orf19.3171	0	0	1	0
orf19.3202	0	0	1	0
orf19.3254	0	0	1	0
orf19.3281	0	0	1	0
orf19.3294	0	0	1	0
orf19.33	0	0	1	0
orf19.3380	0	0	1	1
orf19.3396	0	0	1	1
orf19.3405	0	0	1	0
orf19.35	0	0	1	0
orf19.3530	0	0	1	0
orf19.3563	0	0	1	0
orf19.3678	0	0	1	0
orf19.3683	0	0	1	0
orf19.3701	0	0	1	0
orf19.3707	0	0	1	1
orf19.3744	0	0	1	0
orf19.3818	0	0	1	0
orf19.3835	0	0	1	0
orf19.3839	0	0	1	1
orf19.3844	0	0	1	0
orf19.3869	0	0	1	0
orf19.3906	0	0	1	0
orf19.3997	0	0	1	0
orf19.4002	0	0	1	1
orf19.4041	0	0	1	1
orf19.4084	0	0	1	1
orf19.411	0	0	1	0
orf19.4116	0	0	1	0
orf19.4139	0	0	1	0
orf19.4144	0	0	1	0
orf19.4188	0	0	1	1
orf19.4214	0	0	1	0
orf19.422	0	0	1	0
orf19.4243	0	0	1	0
orf19.4244	0	0	1	0
orf19.4257	0	0	1	0
orf19.4269	0	0	1	0
orf19.4284	0	0	1	1
orf19.4285	0	0	1	0
orf19.4304	0	0	1	0
orf19.4369	0	0	1	0
orf19.4409	0	0	1	0
orf19.4428	0	0	1	0
orf19.4432	0	0	1	0
orf19.4433	0	0	1	0
orf19.4440	0	0	1	0
orf19.4457	0	0	1	0
orf19.4474	0	0	1	1
orf19.4477	0	0	1	0
orf19.45	0	0	1	0
orf19.451	0	0	1	0
orf19.4513	0	0	1	0
orf19.4529	0	0	1	0
orf19.4535	0	0	1	0
orf19.4540	0	0	1	0
orf19.4543	0	0	1	0
orf19.4565	0	0	1	0
orf19.460	0	0	1	1
orf19.4669	0	0	1	0
orf19.467	0	0	1	0
orf19.469	0	0	1	1
orf19.4716	0	0	1	0
orf19.4763	0	0	1	0
orf19.4765	0	0	1	1
orf19.4867	0	0	1	0
orf19.4872	0	0	1	0
orf19.4890	0	0	1	1
orf19.4893	0	0	1	0
orf19.4909	0	0	1	0
orf19.4966	0	0	1	0
orf19.4969	0	0	1	0
orf19.4975	0	0	1	1
orf19.4979	0	0	1	0
orf19.4996	0	0	1	0
orf19.5011	0	0	1	0
orf19.5068	0	0	1	1
orf19.5094	0	0	1	0
orf19.5100	0	0	1	0
orf19.5162	0	0	1	0
orf19.5175	0	0	1	0
orf19.5181	0	0	1	1
orf19.5235	0	0	1	0
orf19.530	0	0	1	0
orf19.5312	0	0	1	0
orf19.532	0	0	1	0
orf19.5325	0	0	1	0
orf19.5328	0	0	1	0
orf19.5350	0	0	1	0
orf19.5357	0	0	1	0
orf19.5365	0	0	1	0
orf19.5389	0	0	1	0
orf19.5401	0	0	1	1
orf19.5408	0	0	1	0
orf19.5412	0	0	1	0
orf19.5445	0	0	1	1
orf19.5544	0	0	1	0
orf19.5571	0	0	1	0
orf19.5632	0	0	1	0
orf19.5636	0	0	1	1
orf19.564	0	0	1	1
orf19.5660	0	0	1	0
orf19.5674	0	0	1	1
orf19.5758	0	0	1	0
orf19.5761	0	0	1	0
orf19.580	0	0	1	0
orf19.5848	0	0	1	1
orf19.5866	0	0	1	0
orf19.5867	0	0	1	0
orf19.5871	0	0	1	0
orf19.5911	0	0	1	0
orf19.5995	0	0	1	0
orf19.6032	0	0	1	0
orf19.6033	0	0	1	0
orf19.6036	0	0	1	0
orf19.6100	0	0	1	0
orf19.6194	0	0	1	0
orf19.6203	0	0	1	0
orf19.6227	0	0	1	0
orf19.6243	0	0	1	0
orf19.6261	0	0	1	0
orf19.6267	0	0	1	0
orf19.6365	0	0	1	1
orf19.637	0	0	1	0
orf19.6506	0	0	1	1
orf19.6573	0	0	1	0
orf19.6626	0	0	1	0
orf19.663	0	0	1	1
orf19.6713	0	0	1	0
orf19.6729	0	0	1	1
orf19.6737	0	0	1	0
orf19.6760	0	0	1	0
orf19.6763	0	0	1	0
orf19.6845	0	0	1	0
orf19.6850	0	0	1	0
orf19.695	0	0	1	1
orf19.6950	0	0	1	0
orf19.6970	0	0	1	0
orf19.6971	0	0	1	0
orf19.7001	0	0	1	0
orf19.702	0	0	1	0
orf19.7025	0	0	1	0
orf19.7030	0	0	1	0
orf19.7044	0	0	1	0
orf19.7114	0	0	1	1
orf19.715	0	0	1	0
orf19.716	0	0	1	1
orf19.7164	0	0	1	0
orf19.7194	0	0	1	0
